id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO000516;24/09/2024;P00537;48;S049;163.6;8
PO000517;26/06/2024;P00983;46;S013;254.86;3
PO000518;08/04/2024;P00782;10;S013;77.66;3
PO000519;04/08/2024;P00857;37;S023;110.3;10
PO000520;17/10/2024;P00684;74;S009;154.0;6
PO000521;30/08/2024;P00146;14;S029;270.14;3
PO000522;21/08/2024;P00422;34;S008;229.59;12
PO000523;12/01/2024;P00699;13;S028;87.22;4
PO000524;16/04/2024;P00825;14;S029;227.21;6
PO000525;24/06/2024;P00883;74;S012;128.72;4
PO000526;21/07/2024;P00718;68;S017;242.26;2
PO000527;07/10/2024;P00219;32;S047;76.7;7
PO000528;15/12/2024;P00556;38;S008;272.18;6
PO000529;22/12/2024;P00482;47;S035;26.3;8
PO000530;07/03/2024;P00481;60;S042;237.7;6
PO000531;21/10/2024;P00564;12;S022;105.57;12
PO000532;04/10/2024;P00780;19;S019;241.58;5
PO000533;08/06/2024;P00888;61;S012;52.04;8
PO000534;10/11/2024;P00899;30;S025;78.03;6
PO000535;13/02/2024;P00951;36;S040;112.99;9
PO000536;01/08/2024;P00346;48;S042;258.55;3
PO000537;08/10/2024;P00131;45;S030;55.0;8
PO000538;22/06/2024;P00382;37;S043;31.09;10
PO000539;12/09/2024;P00945;20;S027;229.01;12
PO000540;11/11/2024;P00742;64;S015;148.3;14
PO000541;14/08/2024;P00647;42;S047;35.98;6
PO000542;24/09/2024;P00557;66;S038;47.35;2
PO000543;01/02/2024;P00974;52;S019;181.62;3
PO000544;16/01/2024;P00031;66;S021;10.61;13
PO000545;04/10/2024;P00481;37;S047;158.09;7
PO000546;31/07/2024;P00807;20;S023;40.64;9
PO000547;28/05/2024;P00989;49;S022;151.29;12
PO000548;01/04/2024;P00612;11;S020;132.75;9
PO000549;23/07/2024;P00738;70;S030;179.05;4
PO000550;19/02/2024;P00966;92;S041;123.98;5
PO000551;16/11/2024;P00679;38;S014;123.08;11
PO000552;05/10/2024;P00085;63;S037;56.6;9
PO000553;14/12/2024;P00178;37;S007;24.08;8
PO000554;04/09/2024;P00468;77;S024;118.05;14
PO000555;27/05/2024;P00282;12;S013;216.3;7
PO000556;23/03/2024;P00431;81;S049;204.4;5
PO000557;11/11/2024;P00445;57;S037;121.67;10
PO000558;01/05/2024;P00504;79;S044;290.78;9
PO000559;22/01/2024;P00378;69;S012;97.09;4
PO000560;18/05/2024;P00870;58;S007;237.97;3
PO000561;27/10/2024;P00791;26;S019;298.97;3
PO000562;08/04/2024;P00556;93;S016;162.12;8
PO000563;13/10/2024;P00333;37;S012;283.31;2
PO000564;12/03/2024;P00174;67;S018;136.45;13
PO000565;13/12/2024;P00985;68;S012;77.92;7
PO000566;30/04/2024;P00565;43;S005;47.29;14
PO000567;15/05/2024;P00066;38;S050;13.65;13
PO000568;25/11/2024;P00828;15;S025;202.51;8
PO000569;07/12/2024;P00843;81;S024;120.09;5
PO000570;21/03/2024;P00811;20;S021;50.92;9
PO000571;21/09/2024;P00797;71;S001;214.41;13
PO000572;07/05/2024;P00673;11;S041;186.33;14
PO000573;21/09/2024;P00603;67;S042;249.55;5
PO000574;13/11/2024;P00999;57;S019;242.37;9
PO000575;01/01/2024;P00390;99;S043;78.43;11
PO000576;22/03/2024;P00958;81;S021;85.35;2
PO000577;16/11/2024;P00240;17;S048;239.56;7
PO000578;20/06/2024;P00900;34;S039;32.02;6
PO000579;17/02/2024;P00383;80;S044;298.83;13
PO000580;14/06/2024;P00583;89;S017;83.96;14
PO000581;09/06/2024;P00474;28;S047;57.15;12
PO000582;26/10/2024;P00218;18;S048;292.15;14
PO000583;10/06/2024;P00750;80;S008;75.04;4
PO000584;21/07/2024;P00360;40;S016;199.85;13
PO000585;16/05/2024;P00189;33;S044;60.98;8
PO000586;31/08/2024;P00597;57;S009;273.25;9
PO000587;07/11/2024;P00911;99;S037;292.17;5
PO000588;22/07/2024;P00298;29;S036;161.88;3
PO000589;21/01/2024;P00646;14;S017;212.09;8
PO000590;07/10/2024;P00085;27;S036;264.79;12
PO000591;02/07/2024;P00448;25;S025;194.82;3
PO000592;10/02/2024;P00226;57;S011;266.54;5
PO000593;21/10/2024;P00649;90;S019;187.01;9
PO000594;20/01/2024;P00296;34;S032;57.02;11
PO000595;17/03/2024;P00574;53;S039;90.11;12
PO000596;01/04/2024;P00414;41;S004;148.36;9
PO000597;18/10/2024;P00405;92;S015;133.31;12
PO000598;20/12/2024;P00190;76;S039;158.51;5
PO000599;27/02/2024;P00780;66;S038;238.07;10
PO000600;09/10/2024;P00717;25;S049;88.85;7
PO000601;06/12/2024;P00740;67;S013;103.78;7
PO000602;26/08/2024;P00440;30;S036;156.43;12
PO000603;28/02/2024;P00534;95;S034;231.98;5
PO000604;22/02/2024;P00809;84;S030;70.16;7
PO000605;07/10/2024;P00981;11;S003;280.46;9
PO000606;05/11/2024;P00353;69;S032;97.65;14
PO000607;03/09/2024;P00118;16;S018;32.04;4
PO000608;10/10/2024;P00251;48;S046;143.7;9
PO000609;28/03/2024;P00809;93;S046;92.76;2
PO000610;08/06/2024;P00024;35;S032;74.61;9
PO000611;08/09/2024;P00153;89;S015;18.55;5
PO000612;30/01/2024;P00996;72;S048;190.35;7
PO000613;07/06/2024;P00358;53;S037;163.96;4
PO000614;04/11/2024;P00208;58;S039;249.36;8
PO000615;10/10/2024;P00047;70;S025;81.02;12
PO000616;19/02/2024;P00046;96;S045;146.64;12
PO000617;08/12/2024;P00625;83;S047;253.76;10
PO000618;15/10/2024;P00173;64;S049;119.09;8
PO000619;21/11/2024;P00293;85;S045;104.18;6
PO000620;14/09/2024;P00556;25;S003;179.69;14
PO000621;30/04/2024;P00084;64;S005;155.4;14
PO000622;21/12/2024;P00368;29;S001;254.3;5
PO000623;19/08/2024;P00500;35;S040;32.37;2
PO000624;20/11/2024;P00129;10;S036;243.14;7
PO000625;01/10/2024;P00085;25;S049;277.39;7
PO000626;21/07/2024;P00653;94;S026;148.32;9
PO000627;18/03/2024;P00059;20;S020;159.01;5
PO000628;28/07/2024;P00288;18;S041;75.24;6
PO000629;03/01/2024;P00531;49;S009;33.67;9
PO000630;25/01/2024;P00422;42;S033;173.47;11
PO000631;21/07/2024;P00533;55;S003;81.52;11
PO000632;22/11/2024;P00761;21;S031;50.35;6
PO000633;24/05/2024;P00099;84;S038;152.9;12
PO000634;29/01/2024;P00281;14;S008;177.46;7
PO000635;26/12/2024;P00077;32;S046;178.35;12
PO000636;30/07/2024;P00587;97;S047;97.15;5
PO000637;06/12/2024;P00381;48;S037;23.67;2
PO000638;04/08/2024;P00376;13;S026;290.06;2
PO000639;10/02/2024;P00101;60;S016;168.77;5
PO000640;02/06/2024;P00014;53;S019;93.47;8
PO000641;16/09/2024;P00038;77;S020;27.13;12
PO000642;03/12/2024;P00529;38;S002;269.36;2
PO000643;03/07/2024;P00483;41;S011;47.05;3
PO000644;08/07/2024;P00630;16;S001;91.42;7
PO000645;17/04/2024;P00200;85;S037;88.8;5
PO000646;01/01/2024;P00890;67;S011;271.65;7
PO000647;10/11/2024;P00476;23;S034;154.07;5
PO000648;30/04/2024;P00966;27;S049;118.5;9
PO000649;23/11/2024;P00545;93;S026;132.49;4
PO000650;29/04/2024;P00587;36;S035;158.83;14
PO000651;03/10/2024;P00423;22;S038;117.54;5
PO000652;10/11/2024;P00279;91;S012;132.38;11
PO000653;09/12/2024;P00028;40;S040;49.08;3
PO000654;15/06/2024;P00768;14;S007;84.77;3
PO000655;14/09/2024;P00407;67;S040;85.7;11
PO000656;24/09/2024;P00870;94;S048;216.89;4
PO000657;05/12/2024;P00913;10;S012;239.1;6
PO000658;12/09/2024;P00091;45;S025;299.86;6
PO000659;03/07/2024;P00586;57;S043;298.92;4
PO000660;21/11/2024;P00511;91;S027;292.41;5
PO000661;30/10/2024;P00790;16;S035;22.0;6
PO000662;05/11/2024;P00032;50;S026;174.18;6
PO000663;03/07/2024;P00367;70;S019;196.93;2
PO000664;22/06/2024;P00828;42;S020;29.44;7
PO000665;04/12/2024;P00145;56;S041;264.12;5
PO000666;29/09/2024;P00200;67;S048;26.78;5
PO000667;28/06/2024;P00078;31;S026;211.32;11
PO000668;06/02/2024;P00261;88;S041;68.16;2
PO000669;26/07/2024;P00507;61;S008;170.18;8
PO000670;04/01/2024;P00336;77;S035;64.86;7
PO000671;08/10/2024;P00063;94;S024;278.03;2
PO000672;04/09/2024;P00594;81;S047;238.42;11
PO000673;30/04/2024;P00697;94;S015;227.35;13
PO000674;27/11/2024;P00426;98;S038;93.18;8
PO000675;12/04/2024;P00441;97;S037;153.69;13
PO000676;14/10/2024;P00250;57;S033;154.25;13
PO000677;25/07/2024;P00273;63;S004;74.21;6
PO000678;13/10/2024;P00219;55;S016;156.32;6
PO000679;08/06/2024;P00594;19;S019;67.19;3
PO000680;15/05/2024;P00541;63;S004;76.5;7
PO000681;27/03/2024;P00634;50;S020;269.69;5
PO000682;24/10/2024;P00760;38;S029;179.91;2
PO000683;19/02/2024;P00672;71;S001;97.47;9
PO000684;02/11/2024;P00373;45;S045;12.65;8
PO000685;14/12/2024;P00715;39;S008;217.56;6
PO000686;25/09/2024;P00566;59;S044;118.64;6
PO000687;08/10/2024;P00942;35;S044;63.5;9
PO000688;28/08/2024;P00509;49;S026;67.66;10
PO000689;01/02/2024;P00877;76;S042;80.07;12
PO000690;03/09/2024;P00992;20;S020;60.31;4
PO000691;26/12/2024;P00798;80;S049;22.54;9
PO000692;08/12/2024;P00261;36;S042;97.25;13
PO000693;03/08/2024;P00667;59;S049;41.74;4
PO000694;01/07/2024;P00581;37;S028;274.29;3
PO000695;24/10/2024;P00228;57;S046;251.26;7
PO000696;28/11/2024;P00554;11;S020;276.45;9
PO000697;23/10/2024;P00393;86;S037;207.36;11
PO000698;22/02/2024;P00556;16;S024;282.84;12
PO000699;09/03/2024;P00234;66;S044;207.93;12
PO000700;24/08/2024;P00398;13;S013;194.44;14
PO000701;16/07/2024;P00859;57;S018;78.69;9
PO000702;30/12/2024;P00985;43;S016;115.46;12
PO000703;21/07/2024;P00864;34;S036;100.53;10
PO000704;29/02/2024;P00172;69;S007;279.18;14
PO000705;08/01/2024;P00456;86;S016;45.3;14
PO000706;19/06/2024;P00590;19;S014;287.56;2
PO000707;27/03/2024;P00029;30;S011;147.61;4
PO000708;22/03/2024;P00635;63;S014;36.32;6
PO000709;05/09/2024;P00121;54;S023;265.7;8
PO000710;10/10/2024;P00435;43;S046;263.95;11
PO000711;27/08/2024;P00861;49;S025;134.83;7
PO000712;18/12/2024;P00330;70;S004;152.15;8
PO000713;23/08/2024;P00592;43;S001;93.73;12
PO000714;26/05/2024;P00337;68;S007;232.69;11
PO000715;22/02/2024;P00766;11;S021;254.13;3
PO000716;22/06/2024;P00226;51;S040;16.78;12
PO000717;04/03/2024;P00414;36;S016;276.23;7
PO000718;04/09/2024;P00887;69;S038;144.2;8
PO000719;31/03/2024;P00097;11;S004;169.63;6
PO000720;16/06/2024;P00333;52;S001;82.6;7
PO000721;11/10/2024;P00369;89;S004;29.99;5
PO000722;29/08/2024;P00941;68;S023;286.97;14
PO000723;14/05/2024;P00940;31;S021;153.59;13
PO000724;10/04/2024;P00153;63;S026;165.51;10
PO000725;27/07/2024;P00611;57;S023;59.35;8
PO000726;07/02/2024;P00895;30;S026;197.6;4
PO000727;01/11/2024;P00453;52;S026;170.88;9
PO000728;26/04/2024;P00149;16;S042;137.03;11
PO000729;01/11/2024;P00275;46;S009;280.05;14
PO000730;16/09/2024;P00665;63;S020;169.48;13
PO000731;10/10/2024;P00509;73;S042;74.38;13
PO000732;21/11/2024;P00748;85;S008;158.9;7
PO000733;29/10/2024;P00957;72;S024;177.65;11
PO000734;27/04/2024;P00772;18;S042;195.38;8
PO000735;11/04/2024;P00626;99;S044;246.75;7
PO000736;04/08/2024;P00744;87;S012;173.04;6
PO000737;15/07/2024;P00073;44;S007;155.6;4
PO000738;05/01/2024;P00021;94;S024;147.06;10
PO000739;04/06/2024;P00777;59;S017;278.87;11
PO000740;11/10/2024;P00128;84;S043;44.08;8
PO000741;07/01/2024;P00136;79;S002;101.05;5
PO000742;25/08/2024;P00506;73;S048;203.48;12
PO000743;10/12/2024;P00908;15;S049;44.1;10
PO000744;16/01/2024;P00440;60;S046;105.7;13
PO000745;27/04/2024;P00459;56;S010;81.56;2
PO000746;02/11/2024;P00410;21;S031;115.15;6
PO000747;03/02/2024;P00199;86;S004;185.03;6
PO000748;17/03/2024;P00130;83;S008;105.15;13
PO000749;30/03/2024;P00041;83;S003;249.17;4
PO000750;28/11/2024;P00524;44;S044;13.73;11
PO000751;06/09/2024;P00527;98;S039;144.31;14
PO000752;31/07/2024;P00846;13;S037;110.25;9
PO000753;09/07/2024;P00949;44;S028;138.97;5
PO000754;06/08/2024;P00863;59;S009;195.61;2
PO000755;20/05/2024;P00372;64;S042;281.85;13
PO000756;25/04/2024;P00483;25;S038;85.3;2
PO000757;31/12/2024;P00547;54;S050;56.41;5
PO000758;08/12/2024;P00543;75;S024;66.26;4
PO000759;03/05/2024;P00172;23;S030;255.09;13
PO000760;06/08/2024;P00030;88;S022;152.82;6
PO000761;01/11/2024;P00510;70;S031;55.7;14
PO000762;17/07/2024;P00775;53;S042;87.41;5
PO000763;18/08/2024;P00595;39;S026;237.09;8
PO000764;23/06/2024;P00529;26;S044;278.23;5
PO000765;11/04/2024;P00289;41;S009;286.71;11
PO000766;06/03/2024;P00657;16;S043;69.31;4
PO000767;03/05/2024;P00728;45;S010;154.29;3
PO000768;20/02/2024;P00622;44;S045;227.45;7
PO000769;19/01/2024;P00818;76;S021;220.77;8
PO000770;30/12/2024;P00176;45;S014;47.48;13
PO000771;02/05/2024;P00583;38;S016;295.87;9
PO000772;28/10/2024;P00868;72;S028;179.12;11
PO000773;11/05/2024;P00412;46;S046;35.87;12
PO000774;03/08/2024;P00945;47;S018;93.57;14
PO000775;18/09/2024;P00613;90;S046;219.83;5
PO000776;23/06/2024;P00968;74;S045;224.75;3
PO000777;25/02/2024;P00948;62;S035;141.8;12
PO000778;15/02/2024;P00949;56;S019;132.87;8
PO000779;02/10/2024;P00303;87;S048;95.74;4
PO000780;07/02/2024;P00579;18;S045;263.36;2
PO000781;19/11/2024;P00741;51;S033;26.65;3
PO000782;12/01/2024;P00341;64;S043;192.88;14
PO000783;02/05/2024;P00651;89;S024;229.51;4
PO000784;03/06/2024;P00940;12;S018;284.02;10
PO000785;21/08/2024;P00041;85;S015;187.88;10
PO000786;30/01/2024;P00634;83;S008;157.14;2
PO000787;20/11/2024;P00001;51;S011;152.83;9
PO000788;21/03/2024;P00301;22;S005;191.3;14
PO000789;22/09/2024;P00342;95;S017;122.58;9
PO000790;23/11/2024;P00202;60;S006;105.64;8
PO000791;04/05/2024;P00036;38;S023;259.53;6
PO000792;29/01/2024;P00598;73;S006;284.67;6
PO000793;30/05/2024;P00601;98;S031;282.01;10
PO000794;05/09/2024;P00475;85;S001;252.73;7
PO000795;06/10/2024;P00627;41;S021;187.71;13
PO000796;16/03/2024;P00626;54;S042;67.39;4
PO000797;21/07/2024;P00408;97;S004;66.7;7
PO000798;18/11/2024;P00126;84;S004;41.49;4
PO000799;10/11/2024;P00722;75;S044;14.85;6
PO000800;29/08/2024;P00845;87;S008;215.74;6
PO000801;08/05/2024;P00234;74;S005;207.77;5
PO000802;07/02/2024;P00974;37;S038;65.29;3
PO000803;13/04/2024;P00863;76;S027;277.11;13
PO000804;01/12/2024;P00638;59;S049;264.05;2
PO000805;09/04/2024;P00461;16;S029;86.5;7
PO000806;01/03/2024;P00541;80;S044;63.93;12
PO000807;03/06/2024;P00288;78;S038;227.95;5
PO000808;16/08/2024;P00166;67;S031;87.86;8
PO000809;13/11/2024;P00120;56;S045;114.09;14
PO000810;27/01/2024;P00278;51;S012;259.08;2
PO000811;27/08/2024;P00199;47;S002;250.1;12
PO000812;19/02/2024;P00292;27;S004;48.5;6
PO000813;08/03/2024;P00163;55;S035;227.71;4
PO000814;18/05/2024;P00244;42;S023;103.38;13
PO000815;28/04/2024;P00840;31;S042;85.1;13
PO000816;01/07/2024;P00614;54;S021;89.23;5
PO000817;01/09/2024;P00273;70;S034;262.19;4
PO000818;29/07/2024;P00466;13;S031;30.28;14
PO000819;15/05/2024;P00636;40;S041;134.01;6
PO000820;24/11/2024;P00043;11;S050;118.11;6
PO000821;27/08/2024;P00980;63;S016;243.49;11
PO000822;16/03/2024;P00930;36;S021;27.09;4
PO000823;20/05/2024;P00004;50;S037;206.33;7
PO000824;10/06/2024;P00350;71;S001;144.64;10
PO000825;31/05/2024;P00477;94;S044;280.15;4
PO000826;02/10/2024;P00517;83;S037;84.96;14
PO000827;27/09/2024;P00410;66;S016;265.74;5
PO000828;15/04/2024;P00965;17;S038;60.36;4
PO000829;14/07/2024;P00966;90;S039;208.5;8
PO000830;16/07/2024;P00111;78;S013;154.17;5
PO000831;10/02/2024;P00308;54;S020;279.67;4
PO000832;16/05/2024;P00658;31;S039;125.7;11
PO000833;25/05/2024;P00620;32;S020;157.1;2
PO000834;28/10/2024;P00109;26;S024;266.27;11
PO000835;23/06/2024;P00678;93;S050;241.45;8
PO000836;21/01/2024;P00681;36;S024;130.16;12
PO000837;27/07/2024;P00490;69;S046;236.69;11
PO000838;09/05/2024;P00985;85;S017;294.5;14
PO000839;04/08/2024;P00958;26;S030;297.65;11
PO000840;08/03/2024;P00585;43;S046;57.61;9
PO000841;24/08/2024;P00159;97;S034;81.81;8
PO000842;16/12/2024;P00436;52;S033;90.48;7
PO000843;23/04/2024;P00795;96;S033;298.89;5
PO000844;20/04/2024;P00299;68;S004;230.26;8
PO000845;22/05/2024;P00327;94;S012;38.56;10
PO000846;06/09/2024;P00661;72;S002;56.74;12
PO000847;15/05/2024;P00746;35;S029;289.74;5
PO000848;13/11/2024;P00108;77;S036;161.37;3
PO000849;09/09/2024;P00935;93;S019;233.35;14
PO000850;13/12/2024;P00086;51;S033;82.11;2
PO000851;27/08/2024;P00745;69;S018;95.76;7
PO000852;06/03/2024;P00909;54;S003;190.63;2
PO000853;14/07/2024;P00770;49;S005;158.39;4
PO000854;24/04/2024;P00487;68;S035;214.66;2
PO000855;31/07/2024;P00412;43;S037;215.31;12
PO000856;02/10/2024;P00977;25;S006;139.69;5
PO000857;29/05/2024;P00694;61;S007;13.92;6
PO000858;10/12/2024;P00250;75;S046;288.94;12
PO000859;14/03/2024;P00571;80;S019;144.82;5
PO000860;18/11/2024;P00151;26;S043;54.16;4
PO000861;11/02/2024;P00184;60;S016;171.54;11
PO000862;19/04/2024;P00704;39;S014;282.94;14
PO000863;30/03/2024;P00748;26;S025;231.27;8
PO000864;12/12/2024;P00304;60;S024;282.99;13
PO000865;30/11/2024;P00517;43;S027;202.92;9
PO000866;03/05/2024;P00617;67;S036;33.79;5
PO000867;03/07/2024;P00522;53;S039;196.03;3
PO000868;23/06/2024;P00740;43;S039;259.02;6
PO000869;10/09/2024;P00929;32;S015;198.06;10
PO000870;15/02/2024;P00836;94;S049;286.64;7
PO000871;09/12/2024;P00003;75;S007;264.11;7
PO000872;13/05/2024;P00337;63;S008;139.19;12
PO000873;14/12/2024;P00771;14;S048;255.08;4
PO000874;01/11/2024;P00877;34;S032;270.31;5
PO000875;03/05/2024;P00941;11;S025;25.73;8
PO000876;05/01/2024;P00944;62;S017;92.56;11
PO000877;15/03/2024;P00245;44;S004;261.05;7
PO000878;06/08/2024;P00870;95;S048;45.02;4
PO000879;11/10/2024;P00592;17;S028;90.18;13
PO000880;14/06/2024;P00633;44;S049;227.17;13
PO000881;13/09/2024;P00377;25;S018;45.75;13
PO000882;04/10/2024;P00984;37;S008;250.99;11
PO000883;28/01/2024;P00152;33;S003;229.06;12
PO000884;23/08/2024;P00049;42;S050;79.62;11
PO000885;10/01/2024;P00494;79;S012;45.29;13
PO000886;19/10/2024;P00052;25;S038;262.83;11
PO000887;28/07/2024;P00836;39;S040;26.75;11
PO000888;21/10/2024;P00341;68;S008;142.17;4
PO000889;05/12/2024;P00931;12;S026;122.41;6
PO000890;12/02/2024;P00093;54;S013;188.44;8
PO000891;13/04/2024;P00811;92;S017;257.39;11
PO000892;08/11/2024;P00323;17;S007;92.34;9
PO000893;15/08/2024;P00926;23;S002;33.25;6
PO000894;30/12/2024;P00201;86;S035;233.39;4
PO000895;27/11/2024;P00825;83;S003;152.52;13
PO000896;17/08/2024;P00977;71;S001;88.81;5
PO000897;08/01/2024;P00424;47;S021;115.45;2
PO000898;12/08/2024;P00185;46;S004;280.59;4
PO000899;16/04/2024;P00551;33;S006;13.45;2
PO000900;17/11/2024;P00312;69;S025;191.0;7
PO000901;17/01/2024;P00020;97;S023;47.67;9
PO000902;08/12/2024;P00978;84;S017;266.78;11
PO000903;04/01/2024;P00515;36;S002;182.84;13
PO000904;03/02/2024;P00833;59;S045;89.38;4
PO000905;20/08/2024;P00812;44;S017;194.98;2
PO000906;29/03/2024;P00183;62;S047;150.17;6
PO000907;21/08/2024;P00032;70;S039;165.05;4
PO000908;13/05/2024;P00234;84;S033;79.81;4
PO000909;31/03/2024;P00383;11;S033;266.2;12
PO000910;18/04/2024;P00755;17;S044;285.08;7
PO000911;02/07/2024;P00261;16;S050;236.46;9
PO000912;12/12/2024;P00594;76;S038;36.0;7
PO000913;06/09/2024;P00601;11;S036;275.85;13
PO000914;25/08/2024;P00299;66;S016;130.41;6
PO000915;23/08/2024;P00021;42;S050;121.9;11
PO000916;25/01/2024;P00738;91;S022;38.99;12
PO000917;17/01/2024;P00072;77;S034;226.26;10
PO000918;30/03/2024;P00865;77;S038;17.22;8
PO000919;11/04/2024;P00455;64;S012;231.29;2
PO000920;02/06/2024;P00427;51;S019;20.55;4
PO000921;28/02/2024;P00023;55;S033;49.06;10
PO000922;10/06/2024;P00533;83;S046;172.41;4
PO000923;21/12/2024;P00652;49;S045;148.89;14
PO000924;17/01/2024;P00334;19;S004;126.05;7
PO000925;13/08/2024;P00749;83;S042;236.35;14
PO000926;15/06/2024;P00879;98;S042;276.29;14
PO000927;23/11/2024;P00619;26;S005;29.21;10
PO000928;17/06/2024;P00846;32;S049;142.27;2
PO000929;02/08/2024;P00774;24;S010;127.57;4
PO000930;18/02/2024;P00117;41;S015;234.17;14
PO000931;30/04/2024;P00232;55;S006;45.66;6
PO000932;08/08/2024;P00545;81;S008;154.96;9
PO000933;25/05/2024;P00384;15;S046;110.12;12
PO000934;04/08/2024;P00969;65;S004;162.24;10
PO000935;15/07/2024;P00228;96;S005;232.1;7
PO000936;02/09/2024;P00360;26;S030;238.65;10
PO000937;21/04/2024;P00217;53;S048;33.35;10
PO000938;24/11/2024;P00976;25;S009;17.28;2
PO000939;07/08/2024;P00480;57;S021;270.43;4
PO000940;02/06/2024;P00318;53;S016;14.83;12
PO000941;31/07/2024;P00463;60;S010;299.21;5
PO000942;25/09/2024;P00248;28;S022;40.39;10
PO000943;27/03/2024;P00988;33;S027;10.1;7
PO000944;03/03/2024;P00053;72;S025;171.13;13
PO000945;22/10/2024;P00481;38;S045;136.92;14
PO000946;18/10/2024;P00562;93;S001;55.1;13
PO000947;06/01/2024;P00737;57;S006;255.91;5
PO000948;26/03/2024;P00059;29;S033;85.46;11
PO000949;18/02/2024;P00962;89;S016;60.4;10
PO000950;04/04/2024;P00869;71;S036;220.09;10
PO000951;10/10/2024;P00374;32;S010;25.44;13
PO000952;24/09/2024;P00277;88;S006;221.69;5
PO000953;08/02/2024;P00846;47;S007;51.76;8
PO000954;06/05/2024;P00586;18;S013;244.95;11
PO000955;14/12/2024;P00543;68;S027;53.85;8
PO000956;19/10/2024;P00373;15;S049;270.86;5
PO000957;20/12/2024;P00523;80;S048;72.6;2
PO000958;08/12/2024;P00734;13;S023;127.96;14
PO000959;01/07/2024;P00425;39;S007;25.72;10
PO000960;14/10/2024;P00882;95;S046;75.4;8
PO000961;04/05/2024;P00390;64;S012;104.11;2
PO000962;20/11/2024;P00569;45;S003;284.62;5
PO000963;05/05/2024;P00556;57;S002;230.01;14
PO000964;01/10/2024;P00348;18;S012;163.48;4
PO000965;27/02/2024;P00165;25;S005;70.17;3
PO000966;18/12/2024;P00524;14;S007;164.32;3
PO000967;29/11/2024;P00025;80;S006;266.97;2
PO000968;03/09/2024;P00864;31;S034;298.1;9
PO000969;09/09/2024;P00057;84;S019;208.71;3
PO000970;21/10/2024;P00952;98;S001;186.39;9
PO000971;02/02/2024;P00771;24;S013;183.83;13
PO000972;17/08/2024;P00548;57;S016;274.96;10
PO000973;11/05/2024;P00232;55;S037;174.09;9
PO000974;10/02/2024;P00880;77;S015;126.03;4
PO000975;24/07/2024;P00927;58;S026;239.75;3
PO000976;01/12/2024;P00814;46;S015;263.05;9
PO000977;20/11/2024;P00397;43;S019;170.29;4
PO000978;04/07/2024;P00442;58;S032;160.82;8
PO000979;11/04/2024;P00953;70;S045;71.15;14
PO000980;05/02/2024;P00318;76;S039;271.02;12
PO000981;14/04/2024;P00859;50;S029;36.02;4
PO000982;16/11/2024;P00080;64;S003;70.63;6
PO000983;17/10/2024;P00942;34;S033;223.66;10
PO000984;25/07/2024;P00288;45;S045;120.95;9
PO000985;29/06/2024;P00517;43;S011;50.8;4
PO000986;24/07/2024;P00088;65;S022;235.51;11
PO000987;09/09/2024;P00758;70;S027;156.29;4
PO000988;11/06/2024;P00305;28;S005;23.42;8
PO000989;25/04/2024;P00062;74;S037;147.96;9
PO000990;12/07/2024;P00184;73;S049;216.69;4
PO000991;12/08/2024;P00834;82;S031;233.31;9
PO000992;12/02/2024;P00536;28;S032;163.43;8
PO000993;12/07/2024;P00851;28;S027;63.46;12
PO000994;20/06/2024;P00233;45;S003;159.96;8
PO000995;09/03/2024;P00485;86;S045;89.44;3
PO000996;24/02/2024;P00723;64;S018;176.66;3
PO000997;28/10/2024;P00292;62;S044;240.88;10
PO000998;26/01/2024;P00127;25;S024;217.83;4
PO000999;05/09/2024;P00730;95;S045;268.57;9
PO001000;17/12/2024;P00899;87;S014;34.36;2
PO001001;11/10/2024;P00285;10;S011;215.18;8
PO001002;31/12/2024;P00860;34;S035;192.58;5
PO001003;02/10/2024;P00082;79;S011;115.84;7
PO001004;30/06/2024;P00616;51;S045;281.74;8
PO001005;07/07/2024;P00492;17;S030;206.55;14
PO001006;16/12/2024;P00461;71;S012;235.81;2
PO001007;11/02/2024;P00816;32;S024;187.24;4
PO001008;06/04/2024;P00690;82;S011;132.69;10
PO001009;24/09/2024;P00302;89;S012;171.55;2
PO001010;05/03/2024;P00364;21;S037;133.18;5
PO001011;02/01/2024;P00727;45;S003;95.53;13
PO001012;13/07/2024;P00124;41;S034;86.6;14
PO001013;03/04/2024;P00271;58;S038;173.78;7
PO001014;31/10/2024;P00127;26;S012;256.49;14
PO001015;14/05/2024;P00409;33;S049;20.44;6
PO001016;29/07/2024;P00128;70;S034;88.44;7
PO001017;19/02/2024;P00688;55;S044;14.11;7
PO001018;24/02/2024;P00505;13;S010;99.81;2
PO001019;05/12/2024;P00849;15;S024;50.05;13
PO001020;20/05/2024;P00997;91;S004;135.41;14
PO001021;09/02/2024;P00746;81;S040;68.46;2
PO001022;30/08/2024;P00930;55;S024;201.22;14
PO001023;24/12/2024;P00571;50;S020;248.51;12
