id_commande;date_commande;id_produit;quantité;entrepôt;statut
O000537;01/07/2024;P00674;3;Lyon;Expédié
O000538;10/07/2024;P00355;3;Marseille;Livré
O000539;05/03/2024;P00762;7;Lyon;Livré
O000540;02/12/2024;P00495;9;Lyon;En attente
O000541;27/09/2024;P00410;1;Lyon;En attente
O000542;09/04/2024;P00199;4;Lyon;Livré
O000543;01/02/2024;P00429;5;Paris;Livré
O000544;17/12/2024;P00752;2;Marseille;Expédié
O000545;07/05/2024;P00749;3;Paris;En attente
O000546;04/12/2024;P00475;5;Paris;Livré
O000547;12/02/2024;P00588;8;Marseille;Livré
O000548;18/03/2024;P00977;3;Paris;En attente
O000549;09/11/2024;P00917;3;Lyon;Livré
O000550;15/10/2024;P00939;6;Paris;Livré
O000551;26/09/2024;P00342;8;Lyon;Livré
O000552;10/06/2024;P00474;1;Marseille;Livré
O000553;07/07/2024;P00807;7;Lyon;Livré
O000554;03/09/2024;P00397;7;Paris;Livré
O000555;03/08/2024;P00426;3;Paris;Expédié
O000556;10/11/2024;P00045;3;Lyon;Livré
O000557;04/12/2024;P00343;9;Marseille;Livré
O000558;16/06/2024;P00691;1;Paris;Livré
O000559;04/12/2024;P00734;1;Marseille;Livré
O000560;11/07/2024;P00887;2;Paris;Livré
O000561;09/10/2024;P00017;6;Paris;Livré
O000562;01/12/2024;P00219;8;Marseille;Annulé
O000563;13/01/2024;P00596;1;Marseille;Livré
O000564;27/08/2024;P00191;1;Marseille;Expédié
O000565;15/11/2024;P00391;2;Paris;Expédié
O000566;26/05/2024;P00439;7;Paris;Expédié
O000567;22/07/2024;P00644;4;Paris;Expédié
O000568;20/03/2024;P00497;1;Lyon;Livré
O000569;12/02/2024;P00799;8;Paris;Livré
O000570;29/03/2024;P00094;4;Lyon;Livré
O000571;27/05/2024;P00095;7;Paris;Livré
O000572;04/04/2024;P00696;8;Lyon;Annulé
O000573;30/05/2024;P00644;1;Paris;Expédié
O000574;02/01/2024;P00082;2;Lyon;Livré
O000575;22/01/2024;P00340;2;Lyon;En attente
O000576;08/11/2024;P00808;5;Paris;Livré
O000577;23/11/2024;P00360;5;Marseille;Livré
O000578;07/01/2024;P00112;6;Paris;Livré
O000579;24/07/2024;P00303;2;Marseille;Livré
O000580;23/04/2024;P00818;8;Marseille;Livré
O000581;28/09/2024;P00919;1;Lyon;Livré
O000582;23/03/2024;P00051;9;Marseille;Livré
O000583;27/06/2024;P00806;5;Paris;Livré
O000584;28/07/2024;P00905;8;Lyon;Livré
O000585;23/11/2024;P00701;8;Lyon;En attente
O000586;03/05/2024;P00720;2;Lyon;En attente
O000587;22/04/2024;P00661;9;Paris;Livré
O000588;12/01/2024;P00777;6;Paris;Livré
O000589;05/05/2024;P00884;3;Lyon;Expédié
O000590;22/02/2024;P00281;1;Marseille;Livré
O000591;26/11/2024;P00113;9;Marseille;En attente
O000592;09/10/2024;P00036;3;Marseille;Livré
O000593;19/05/2024;P00623;1;Lyon;Livré
O000594;06/04/2024;P00683;5;Paris;En attente
O000595;05/01/2024;P00078;8;Paris;Expédié
O000596;26/02/2024;P00849;7;Marseille;Livré
O000597;29/11/2024;P00540;5;Marseille;Annulé
O000598;09/03/2024;P00960;2;Marseille;Annulé
O000599;27/04/2024;P00045;2;Marseille;Expédié
O000600;28/02/2024;P00873;3;Paris;Expédié
O000601;02/02/2024;P00952;6;Paris;Livré
O000602;13/11/2024;P00304;4;Paris;Livré
O000603;19/02/2024;P00392;9;Lyon;Livré
O000604;19/01/2024;P00654;3;Paris;Livré
O000605;01/08/2024;P00015;6;Marseille;Livré
O000606;15/07/2024;P00640;4;Paris;Livré
O000607;16/02/2024;P00167;1;Marseille;Expédié
O000608;15/06/2024;P00665;1;Paris;Livré
O000609;15/10/2024;P00063;8;Marseille;Livré
O000610;20/05/2024;P00571;3;Paris;Expédié
O000611;24/03/2024;P00203;2;Marseille;Livré
O000612;30/06/2024;P00157;1;Lyon;Annulé
O000613;19/03/2024;P00515;8;Lyon;En attente
O000614;02/08/2024;P00551;9;Lyon;Expédié
O000615;14/01/2024;P00278;1;Paris;Annulé
O000616;02/08/2024;P00101;8;Marseille;Livré
O000617;07/05/2024;P00895;1;Paris;Livré
O000618;05/11/2024;P00169;2;Paris;Livré
O000619;04/09/2024;P00532;1;Paris;Livré
O000620;29/01/2024;P00403;2;Paris;Expédié
O000621;06/10/2024;P00141;2;Paris;Annulé
O000622;03/12/2024;P00347;5;Lyon;En attente
O000623;14/11/2024;P00787;3;Marseille;Expédié
O000624;20/07/2024;P00976;1;Marseille;Livré
O000625;26/12/2024;P00834;2;Lyon;Livré
O000626;26/02/2024;P00193;4;Marseille;Expédié
O000627;05/08/2024;P00899;7;Marseille;Expédié
O000628;02/03/2024;P00152;1;Paris;Annulé
O000629;05/06/2024;P00748;5;Paris;Livré
O000630;20/07/2024;P00806;2;Paris;En attente
O000631;17/01/2024;P00386;8;Paris;Livré
O000632;17/11/2024;P00952;2;Lyon;Expédié
O000633;06/01/2024;P00208;4;Paris;Expédié
O000634;27/02/2024;P00989;6;Marseille;Livré
O000635;20/11/2024;P00549;9;Paris;Livré
O000636;13/11/2024;P00388;4;Marseille;Livré
O000637;17/06/2024;P00078;4;Marseille;Livré
O000638;22/03/2024;P00977;7;Paris;Expédié
O000639;06/08/2024;P00172;1;Paris;Livré
O000640;25/06/2024;P00557;5;Lyon;Expédié
O000641;22/07/2024;P00337;5;Marseille;Livré
O000642;11/03/2024;P00596;1;Paris;Livré
O000643;22/09/2024;P00892;6;Lyon;Livré
O000644;07/04/2024;P00431;9;Marseille;En attente
O000645;10/12/2024;P00605;7;Paris;Expédié
O000646;17/10/2024;P00489;2;Marseille;Livré
O000647;26/07/2024;P00666;4;Marseille;Livré
O000648;02/01/2024;P00106;8;Marseille;Livré
O000649;03/05/2024;P00870;1;Lyon;Livré
O000650;06/10/2024;P00209;6;Paris;Livré
O000651;14/03/2024;P00716;3;Paris;Livré
O000652;14/06/2024;P00760;3;Paris;Livré
O000653;22/01/2024;P00348;1;Marseille;Livré
O000654;02/06/2024;P00905;8;Lyon;Livré
O000655;21/10/2024;P00352;5;Paris;Expédié
O000656;06/08/2024;P00738;1;Paris;Expédié
O000657;05/06/2024;P00848;5;Lyon;Livré
O000658;17/08/2024;P00048;5;Lyon;Expédié
O000659;20/01/2024;P00246;9;Paris;Livré
O000660;10/02/2024;P00031;3;Lyon;Livré
O000661;27/05/2024;P00695;9;Lyon;Livré
O000662;17/04/2024;P00475;8;Lyon;Expédié
O000663;24/03/2024;P00477;2;Marseille;Livré
O000664;17/11/2024;P00257;9;Lyon;Livré
O000665;04/11/2024;P00126;5;Marseille;En attente
O000666;16/10/2024;P00219;8;Paris;Livré
O000667;18/11/2024;P00245;8;Marseille;Livré
O000668;13/05/2024;P00480;4;Marseille;Expédié
O000669;25/07/2024;P00443;1;Paris;Expédié
O000670;09/10/2024;P00651;9;Marseille;Annulé
O000671;22/09/2024;P00501;6;Paris;Livré
O000672;13/03/2024;P00227;2;Marseille;Livré
O000673;17/12/2024;P00898;4;Lyon;Livré
O000674;17/02/2024;P00814;5;Marseille;Livré
O000675;21/11/2024;P00769;6;Marseille;En attente
O000676;20/08/2024;P00255;5;Lyon;Livré
O000677;09/04/2024;P00070;9;Marseille;Livré
O000678;28/02/2024;P00455;2;Paris;Livré
O000679;14/09/2024;P00578;3;Paris;Expédié
O000680;05/03/2024;P00002;3;Marseille;Livré
O000681;23/03/2024;P00495;3;Paris;Livré
O000682;02/06/2024;P00325;6;Marseille;Expédié
O000683;22/09/2024;P00781;8;Paris;Expédié
O000684;04/11/2024;P00403;5;Lyon;Annulé
O000685;19/03/2024;P00851;6;Lyon;En attente
O000686;10/11/2024;P00815;1;Lyon;Expédié
O000687;29/05/2024;P00129;3;Marseille;En attente
O000688;17/02/2024;P00483;4;Lyon;Expédié
O000689;04/09/2024;P00146;7;Paris;Livré
O000690;04/10/2024;P00625;5;Marseille;Livré
O000691;21/12/2024;P00800;1;Lyon;Livré
O000692;07/04/2024;P00096;3;Paris;Livré
O000693;25/01/2024;P00501;2;Marseille;En attente
O000694;10/10/2024;P00456;6;Lyon;Livré
O000695;27/10/2024;P00779;5;Marseille;Livré
O000696;08/03/2024;P00404;3;Marseille;Expédié
O000697;07/01/2024;P00008;2;Paris;En attente
O000698;31/10/2024;P00220;1;Marseille;Livré
O000699;16/05/2024;P00725;2;Paris;En attente
O000700;12/06/2024;P00102;5;Marseille;Livré
O000701;23/03/2024;P00678;5;Marseille;Livré
O000702;17/05/2024;P00774;9;Paris;Livré
O000703;13/03/2024;P00002;6;Paris;Livré
O000704;24/08/2024;P00714;3;Marseille;Livré
O000705;15/02/2024;P00490;3;Lyon;Livré
O000706;15/04/2024;P00841;3;Marseille;Annulé
O000707;14/10/2024;P00695;8;Marseille;Livré
O000708;18/09/2024;P00771;9;Marseille;Annulé
O000709;24/06/2024;P00834;3;Paris;Livré
O000710;14/06/2024;P00740;1;Paris;Expédié
O000711;24/05/2024;P00200;8;Paris;Livré
O000712;25/11/2024;P00969;2;Paris;Livré
O000713;09/10/2024;P00026;7;Marseille;En attente
O000714;23/02/2024;P00994;7;Paris;Livré
O000715;26/06/2024;P00944;9;Paris;Livré
O000716;31/08/2024;P00350;8;Paris;Livré
O000717;06/12/2024;P00102;9;Marseille;Expédié
O000718;06/05/2024;P00648;1;Lyon;Expédié
O000719;27/09/2024;P00963;3;Marseille;Livré
O000720;11/05/2024;P00331;4;Paris;Expédié
O000721;02/04/2024;P00857;3;Marseille;En attente
O000722;13/03/2024;P00372;8;Lyon;Expédié
O000723;04/09/2024;P00197;7;Marseille;Livré
O000724;13/12/2024;P00510;5;Lyon;Expédié
O000725;29/09/2024;P00972;5;Paris;Livré
O000726;12/02/2024;P00030;4;Paris;Livré
O000727;10/02/2024;P00923;5;Marseille;Expédié
O000728;18/06/2024;P00299;5;Paris;Expédié
O000729;30/07/2024;P00133;4;Paris;Livré
O000730;16/06/2024;P00768;5;Paris;Livré
O000731;08/02/2024;P00532;7;Paris;Livré
O000732;01/09/2024;P00308;9;Lyon;Expédié
O000733;30/05/2024;P00021;7;Paris;Livré
O000734;20/04/2024;P00899;1;Marseille;Expédié
O000735;16/02/2024;P00041;9;Marseille;Livré
O000736;03/03/2024;P00892;3;Lyon;Livré
O000737;12/08/2024;P00498;2;Marseille;Expédié
O000738;31/12/2024;P00960;9;Lyon;Expédié
O000739;09/03/2024;P00876;2;Lyon;Expédié
O000740;25/10/2024;P00964;9;Lyon;Expédié
O000741;16/10/2024;P00472;5;Paris;Livré
O000742;22/10/2024;P00967;6;Marseille;Livré
O000743;21/07/2024;P00664;7;Paris;Expédié
O000744;01/03/2024;P00308;7;Lyon;Livré
O000745;13/11/2024;P00459;4;Marseille;Livré
O000746;09/11/2024;P00514;4;Paris;Livré
O000747;09/06/2024;P00503;5;Marseille;Expédié
O000748;26/11/2024;P00044;9;Marseille;En attente
O000749;16/01/2024;P00041;1;Marseille;Expédié
O000750;03/12/2024;P00838;8;Paris;Livré
O000751;03/04/2024;P00263;8;Lyon;Livré
O000752;30/10/2024;P00294;7;Lyon;Livré
O000753;17/05/2024;P00978;6;Lyon;Livré
O000754;03/12/2024;P00685;3;Lyon;Livré
O000755;07/02/2024;P00009;8;Paris;Livré
O000756;06/05/2024;P00053;7;Marseille;Livré
O000757;01/10/2024;P00796;8;Marseille;Livré
O000758;12/06/2024;P00128;2;Lyon;Livré
O000759;14/11/2024;P00531;8;Marseille;Livré
O000760;17/03/2024;P00964;7;Paris;Livré
O000761;22/06/2024;P00644;6;Lyon;Livré
O000762;23/12/2024;P00525;9;Paris;Livré
O000763;16/11/2024;P00732;8;Paris;En attente
O000764;31/03/2024;P00779;5;Lyon;Livré
O000765;25/08/2024;P00757;5;Lyon;Expédié
O000766;20/09/2024;P00770;9;Paris;Livré
O000767;27/06/2024;P00966;8;Paris;Expédié
O000768;27/07/2024;P00140;4;Marseille;Livré
O000769;13/03/2024;P00894;9;Lyon;Expédié
O000770;16/04/2024;P00759;6;Lyon;Livré
O000771;10/12/2024;P00232;5;Marseille;Livré
O000772;21/10/2024;P00933;7;Marseille;Livré
O000773;10/10/2024;P00568;9;Marseille;Livré
O000774;18/12/2024;P00088;1;Paris;Livré
O000775;30/06/2024;P00766;9;Marseille;Livré
O000776;06/02/2024;P00564;5;Lyon;Livré
O000777;16/05/2024;P00759;9;Marseille;Expédié
O000778;03/12/2024;P00764;5;Marseille;Livré
O000779;25/02/2024;P00637;7;Marseille;En attente
O000780;05/07/2024;P00201;7;Lyon;En attente
O000781;06/12/2024;P00986;9;Lyon;Expédié
O000782;14/09/2024;P00388;5;Marseille;Expédié
O000783;27/02/2024;P00361;7;Paris;Livré
O000784;28/12/2024;P00132;5;Paris;Livré
O000785;02/05/2024;P00177;4;Paris;Livré
O000786;06/07/2024;P00052;1;Paris;Livré
O000787;17/08/2024;P00546;5;Paris;Annulé
O000788;16/06/2024;P00022;4;Lyon;Livré
O000789;23/04/2024;P00653;1;Lyon;Livré
O000790;08/09/2024;P00319;1;Paris;Expédié
O000791;16/04/2024;P00783;5;Lyon;Livré
O000792;06/02/2024;P00168;9;Paris;Livré
O000793;30/11/2024;P00038;1;Marseille;Livré
O000794;01/04/2024;P00873;8;Paris;Livré
O000795;18/01/2024;P00758;9;Lyon;Livré
O000796;19/12/2024;P00747;4;Marseille;En attente
O000797;03/03/2024;P00567;8;Paris;Livré
O000798;29/05/2024;P00940;1;Marseille;Livré
O000799;18/05/2024;P00373;4;Paris;Livré
O000800;04/07/2024;P00632;2;Paris;En attente
O000801;03/07/2024;P00578;4;Lyon;Livré
O000802;23/07/2024;P00834;2;Marseille;Livré
O000803;16/09/2024;P00427;3;Marseille;En attente
O000804;01/08/2024;P00840;1;Marseille;Livré
O000805;12/09/2024;P00166;3;Paris;Expédié
O000806;14/05/2024;P00722;7;Marseille;Livré
O000807;01/03/2024;P00502;8;Paris;Expédié
O000808;28/12/2024;P00925;6;Lyon;Livré
O000809;05/11/2024;P00075;1;Lyon;Livré
O000810;28/03/2024;P00440;7;Paris;Expédié
O000811;19/11/2024;P00646;3;Lyon;Livré
O000812;25/07/2024;P00265;9;Marseille;Livré
O000813;08/05/2024;P00406;2;Paris;Livré
O000814;06/11/2024;P00686;9;Marseille;Livré
O000815;03/01/2024;P00243;2;Paris;Livré
O000816;29/08/2024;P00601;2;Lyon;Livré
O000817;30/04/2024;P00762;4;Marseille;Livré
O000818;11/04/2024;P00543;2;Lyon;Livré
O000819;07/02/2024;P00277;7;Lyon;Livré
O000820;06/12/2024;P00550;3;Marseille;En attente
O000821;12/05/2024;P00308;4;Lyon;En attente
O000822;20/07/2024;P00403;1;Lyon;En attente
O000823;13/12/2024;P00650;4;Marseille;Annulé
O000824;21/01/2024;P00430;4;Marseille;Livré
O000825;29/08/2024;P00997;4;Paris;Livré
O000826;18/04/2024;P00076;9;Marseille;Livré
O000827;29/10/2024;P00339;3;Paris;Livré
O000828;24/03/2024;P00765;7;Marseille;Livré
O000829;23/03/2024;P00450;4;Marseille;Livré
O000830;17/10/2024;P00079;1;Marseille;Livré
O000831;09/03/2024;P00038;3;Lyon;Livré
O000832;08/05/2024;P00318;9;Paris;Livré
O000833;14/07/2024;P00328;6;Marseille;Livré
O000834;19/05/2024;P00430;8;Marseille;Livré
O000835;09/10/2024;P00163;9;Paris;Expédié
O000836;07/11/2024;P00358;8;Lyon;Livré
O000837;21/08/2024;P00939;5;Marseille;Expédié
O000838;23/01/2024;P00640;6;Paris;En attente
O000839;01/06/2024;P00670;2;Marseille;Expédié
O000840;03/10/2024;P00329;9;Marseille;Livré
O000841;01/03/2024;P00831;6;Lyon;Expédié
O000842;14/11/2024;P00414;8;Lyon;Annulé
O000843;21/02/2024;P00881;7;Paris;Expédié
O000844;09/12/2024;P00595;2;Marseille;Livré
O000845;01/06/2024;P00925;2;Lyon;En attente
O000846;24/08/2024;P00962;5;Marseille;Livré
O000847;06/11/2024;P00476;3;Paris;Expédié
O000848;28/10/2024;P00456;1;Paris;Expédié
O000849;01/02/2024;P00729;3;Paris;Livré
O000850;24/02/2024;P00714;7;Lyon;Expédié
O000851;17/12/2024;P00790;9;Paris;En attente
O000852;05/02/2024;P00931;4;Lyon;Expédié
O000853;19/04/2024;P00938;8;Lyon;Expédié
O000854;25/06/2024;P00152;6;Lyon;Expédié
O000855;27/12/2024;P00538;4;Lyon;Livré
O000856;09/11/2024;P00415;3;Paris;En attente
O000857;21/10/2024;P00343;5;Lyon;Expédié
O000858;01/12/2024;P00766;3;Paris;Livré
O000859;06/04/2024;P00386;8;Lyon;Livré
O000860;31/07/2024;P00763;6;Marseille;Expédié
O000861;12/11/2024;P00167;6;Lyon;Expédié
O000862;16/05/2024;P00865;7;Marseille;Expédié
O000863;06/01/2024;P00472;7;Paris;Livré
O000864;18/04/2024;P00140;8;Marseille;En attente
O000865;04/02/2024;P00229;5;Paris;En attente
O000866;08/02/2024;P00073;5;Paris;Livré
O000867;29/05/2024;P00428;6;Marseille;Expédié
O000868;27/04/2024;P00299;4;Marseille;Expédié
O000869;17/09/2024;P00236;2;Lyon;Expédié
O000870;27/03/2024;P00707;2;Paris;Livré
O000871;16/03/2024;P00983;2;Paris;Livré
O000872;08/11/2024;P00600;2;Marseille;Livré
O000873;01/08/2024;P00097;5;Lyon;Livré
O000874;11/10/2024;P00478;2;Paris;Livré
O000875;26/08/2024;P00678;7;Lyon;Expédié
O000876;13/06/2024;P00491;4;Lyon;Livré
O000877;27/03/2024;P00962;5;Lyon;Expédié
O000878;20/05/2024;P00296;2;Paris;Expédié
O000879;08/06/2024;P00406;1;Lyon;Livré
O000880;15/02/2024;P00715;9;Lyon;Livré
O000881;21/04/2024;P00447;6;Marseille;Livré
O000882;14/02/2024;P00699;5;Marseille;Livré
O000883;03/09/2024;P00972;5;Lyon;Expédié
O000884;13/04/2024;P00275;2;Lyon;En attente
O000885;25/03/2024;P00020;8;Paris;Livré
O000886;13/05/2024;P00887;4;Lyon;Livré
O000887;17/04/2024;P00585;4;Paris;Livré
O000888;18/01/2024;P00427;8;Lyon;Expédié
O000889;03/04/2024;P00954;4;Marseille;Expédié
O000890;29/05/2024;P00850;1;Paris;Livré
O000891;02/09/2024;P00361;4;Lyon;Livré
O000892;15/10/2024;P00310;1;Lyon;En attente
O000893;27/07/2024;P00594;6;Paris;Expédié
O000894;05/05/2024;P00808;2;Marseille;Expédié
O000895;22/08/2024;P00356;9;Lyon;Expédié
O000896;01/05/2024;P00027;4;Paris;Expédié
O000897;17/05/2024;P00653;8;Paris;Expédié
O000898;24/04/2024;P00047;2;Lyon;Expédié
O000899;10/06/2024;P00456;5;Lyon;Livré
O000900;19/07/2024;P00112;8;Marseille;Livré
O000901;21/08/2024;P00747;1;Lyon;Expédié
O000902;28/01/2024;P00663;6;Marseille;Livré
O000903;11/01/2024;P00375;2;Paris;En attente
O000904;24/07/2024;P00315;5;Lyon;Livré
O000905;15/06/2024;P00845;1;Lyon;Livré
O000906;03/09/2024;P00126;4;Marseille;Livré
O000907;16/02/2024;P00007;3;Lyon;Expédié
O000908;02/09/2024;P00562;5;Marseille;Expédié
O000909;06/05/2024;P00360;8;Lyon;Livré
O000910;26/05/2024;P00578;9;Lyon;Livré
O000911;27/04/2024;P00899;5;Lyon;Annulé
O000912;31/05/2024;P00362;9;Marseille;Livré
O000913;12/03/2024;P00679;4;Lyon;Livré
O000914;28/12/2024;P00983;5;Paris;Expédié
O000915;16/05/2024;P00764;9;Marseille;Livré
O000916;23/06/2024;P00775;9;Lyon;Expédié
O000917;15/10/2024;P00708;2;Marseille;En attente
O000918;19/01/2024;P00695;5;Lyon;Livré
O000919;13/07/2024;P00264;8;Paris;Livré
O000920;25/11/2024;P00800;1;Paris;En attente
O000921;23/06/2024;P00275;4;Marseille;En attente
O000922;19/12/2024;P00630;8;Paris;Livré
O000923;20/05/2024;P00396;2;Lyon;Livré
O000924;02/09/2024;P00313;1;Lyon;En attente
O000925;02/04/2024;P00906;6;Paris;Expédié
O000926;26/08/2024;P00974;6;Lyon;Livré
O000927;23/07/2024;P00859;1;Lyon;Livré
O000928;17/02/2024;P00492;3;Lyon;Livré
O000929;01/09/2024;P00789;8;Lyon;En attente
O000930;15/11/2024;P00404;9;Lyon;Livré
O000931;12/11/2024;P00377;8;Lyon;Livré
O000932;21/10/2024;P00644;1;Paris;Expédié
O000933;07/05/2024;P00659;4;Lyon;Livré
O000934;09/12/2024;P00541;9;Paris;Expédié
O000935;08/10/2024;P00839;1;Marseille;Annulé
O000936;17/01/2024;P00320;4;Paris;En attente
O000937;11/03/2024;P00225;7;Marseille;Livré
O000938;25/09/2024;P00456;7;Paris;Livré
O000939;20/11/2024;P00651;7;Paris;Livré
O000940;08/10/2024;P00289;4;Marseille;Livré
O000941;31/10/2024;P00281;8;Lyon;Livré
O000942;07/01/2024;P00417;3;Lyon;Livré
O000943;09/11/2024;P00484;9;Paris;Expédié
O000944;31/10/2024;P00538;6;Marseille;Livré
O000945;12/04/2024;P00804;7;Marseille;Annulé
O000946;04/11/2024;P00779;9;Lyon;Livré
O000947;11/07/2024;P00798;4;Paris;En attente
O000948;28/08/2024;P00313;5;Marseille;Livré
O000949;02/03/2024;P00609;1;Lyon;Expédié
O000950;17/01/2024;P00650;8;Paris;Livré
O000951;19/06/2024;P00989;2;Lyon;Livré
O000952;25/01/2024;P00793;5;Paris;Expédié
O000953;07/09/2024;P00608;5;Lyon;Livré
O000954;09/09/2024;P00964;4;Lyon;Livré
O000955;25/07/2024;P00057;4;Marseille;Livré
O000956;29/01/2024;P00123;2;Paris;Livré
O000957;26/04/2024;P00743;3;Lyon;Expédié
O000958;08/10/2024;P00290;2;Lyon;Livré
O000959;23/05/2024;P00598;1;Lyon;Livré
O000960;25/01/2024;P00973;4;Lyon;Livré
O000961;05/11/2024;P00310;9;Marseille;Expédié
O000962;04/06/2024;P00563;6;Lyon;Livré
O000963;13/03/2024;P00228;8;Marseille;Livré
O000964;29/04/2024;P00006;2;Lyon;Livré
O000965;07/11/2024;P00443;2;Paris;Livré
O000966;16/11/2024;P00310;2;Marseille;Livré
O000967;02/04/2024;P00785;8;Paris;En attente
O000968;26/03/2024;P00922;1;Paris;Expédié
O000969;01/12/2024;P00856;5;Paris;Livré
O000970;29/12/2024;P00905;4;Marseille;Expédié
O000971;27/04/2024;P00002;1;Lyon;Livré
O000972;20/08/2024;P00788;7;Paris;Livré
O000973;17/07/2024;P00603;1;Lyon;Livré
O000974;24/07/2024;P00774;6;Lyon;En attente
O000975;04/12/2024;P00754;1;Lyon;Livré
O000976;26/05/2024;P00987;9;Lyon;Livré
O000977;27/09/2024;P00375;3;Marseille;En attente
O000978;18/05/2024;P00246;2;Lyon;Livré
O000979;29/06/2024;P00472;7;Lyon;Livré
O000980;30/01/2024;P00591;1;Marseille;En attente
O000981;26/02/2024;P00823;7;Marseille;Livré
O000982;19/08/2024;P00304;9;Lyon;Livré
O000983;25/05/2024;P00058;4;Marseille;Livré
O000984;17/02/2024;P00225;2;Lyon;Expédié
O000985;12/07/2024;P00426;4;Lyon;Livré
O000986;11/08/2024;P00202;9;Paris;Livré
O000987;15/05/2024;P00917;8;Paris;Expédié
O000988;22/01/2024;P00518;5;Paris;Livré
O000989;06/01/2024;P00030;8;Lyon;Expédié
O000990;22/07/2024;P00151;7;Marseille;Livré
O000991;26/08/2024;P00548;4;Lyon;En attente
O000992;03/07/2024;P00110;3;Paris;Livré
O000993;25/12/2024;P00121;1;Lyon;Livré
O000994;18/10/2024;P00241;3;Marseille;Livré
O000995;30/11/2024;P00771;8;Marseille;Expédié
O000996;07/08/2024;P00602;9;Lyon;Livré
O000997;25/04/2024;P00930;9;Marseille;Livré
O000998;08/11/2024;P00030;5;Marseille;Livré
O000999;18/02/2024;P00466;4;Paris;Livré
O001000;21/06/2024;P00465;6;Paris;Livré
O001001;22/03/2024;P00237;7;Lyon;Livré
O001002;17/11/2024;P00371;6;Lyon;Livré
O001003;28/11/2024;P00682;5;Marseille;Livré
O001004;14/02/2024;P00149;2;Marseille;Livré
O001005;30/11/2024;P00374;3;Marseille;Livré
O001006;20/01/2024;P00600;9;Lyon;Annulé
O001007;08/08/2024;P00516;7;Paris;Livré
O001008;02/05/2024;P00433;2;Marseille;Livré
O001009;21/08/2024;P00252;1;Lyon;Livré
O001010;08/08/2024;P00944;1;Lyon;Expédié
O001011;18/11/2024;P00473;1;Lyon;Livré
O001012;04/12/2024;P00563;6;Lyon;Livré
O001013;03/01/2024;P00536;5;Lyon;Livré
O001014;30/06/2024;P00046;7;Paris;Livré
O001015;24/07/2024;P00628;5;Marseille;Livré
O001016;15/11/2024;P00539;9;Marseille;Livré
O001017;09/02/2024;P00607;1;Marseille;Livré
O001018;28/02/2024;P00879;9;Lyon;Livré
O001019;02/03/2024;P00435;4;Paris;Expédié
O001020;11/05/2024;P00611;7;Lyon;Livré
O001021;29/02/2024;P00628;2;Lyon;Livré
O001022;26/11/2024;P00276;3;Paris;En attente
O001023;01/05/2024;P00848;4;Paris;Livré
O001024;16/04/2024;P00508;5;Paris;Livré
O001025;05/04/2024;P00095;2;Marseille;Livré
O001026;12/12/2024;P00711;7;Marseille;En attente
O001027;22/08/2024;P00146;6;Paris;Livré
O001028;02/03/2024;P00904;9;Lyon;Expédié
O001029;12/09/2024;P00667;7;Marseille;Expédié
O001030;18/02/2024;P00782;2;Paris;Livré
O001031;13/12/2024;P00402;3;Paris;Expédié
O001032;07/06/2024;P00833;3;Marseille;Expédié
O001033;03/05/2024;P00504;8;Paris;Livré
O001034;12/11/2024;P00415;8;Paris;En attente
O001035;25/07/2024;P00276;3;Lyon;Livré
O001036;17/02/2024;P00326;8;Marseille;Expédié
O001037;15/05/2024;P00256;5;Paris;Annulé
O001038;19/07/2024;P00557;4;Lyon;Livré
O001039;06/09/2024;P00513;4;Lyon;Livré
O001040;09/11/2024;P00147;4;Marseille;Expédié
O001041;22/12/2024;P00295;1;Marseille;Livré
