id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock
P00834,Soins de la peau,Ligne LumiÃ¨re,236.18,48,19/09/2024,Marseille,50
P00834,Soins de la peau,Ligne LumiÃ¨re,236.18,48,07/12/2024,Paris,166
P00835,Accessoires,Soin Absolu,382.96,43,15/09/2024,Paris,45
P00836,Soins capillaires,Cosmétika,186.83,65,30/09/2024,Paris,99
P00836,Soins capillaires,Cosmétika,186.83,65,24/02/2024,Marseille,147
P00837,Parfums,Jardin dâIvoire,339.16,37,22/08/2024,Paris,168
P00837,Parfums,Jardin dâIvoire,339.16,37,21/01/2024,Marseille,103
P00838,Parfums,Beauté Origine,401.82,46,11/07/2024,Lyon,159
P00838,Parfums,Beauté Origine,401.82,46,12/10/2024,Marseille,46
P00838,Parfums,Beauté Origine,401.82,46,07/12/2024,Paris,200
P00839,Maquillage,Orchidée Noire,465.05,16,13/06/2024,Marseille,5
P00839,Maquillage,Orchidée Noire,465.05,16,10/02/2024,Paris,71
P00840,Maquillage,LâAtelier du Teint,132.63,77,19/08/2024,Paris,53
P00840,Maquillage,LâAtelier du Teint,132.63,77,15/08/2024,Marseille,231
P00841,Accessoires,Déesse Cosmétique,211.67,46,30/03/2024,Paris,238
P00841,Accessoires,Déesse Cosmétique,211.67,46,30/11/2024,Lyon,95
P00842,Accessoires,Secret de Peau,93.16,65,16/03/2024,Marseille,174
P00842,Accessoires,Secret de Peau,93.16,65,26/10/2024,Paris,107
P00843,Soins de la peau,Rose & Lin,496.39,74,15/10/2024,Paris,90
P00843,Soins de la peau,Rose & Lin,496.39,74,16/08/2024,Lyon,198
P00844,Soins de la peau,Le Bain Royal,464.96,74,25/05/2024,Marseille,280
P00844,Soins de la peau,Le Bain Royal,464.96,74,06/09/2024,Paris,96
P00845,Accessoires,Sérum de Lune,279.18,56,03/11/2024,Paris,189
P00845,Accessoires,Sérum de Lune,279.18,56,21/02/2024,Marseille,21
P00846,Accessoires,Aura Cristal,424.18,29,12/04/2024,Lyon,177
P00847,Soins capillaires,Infusion Précieuse,270.06,28,18/07/2024,Paris,109
P00848,Maquillage,Velours Naturel,319.32,38,24/10/2024,Paris,284
P00848,Maquillage,Velours Naturel,319.32,38,27/02/2024,Lyon,69
P00849,Soins de la peau,Ãveil Ãlégant,62.78,83,30/08/2024,Marseille,54
P00849,Soins de la peau,Ãveil Ãlégant,62.78,83,05/07/2024,Paris,36
P00850,Maquillage,Héritage Sensuel,382.53,69,04/10/2024,Marseille,37
P00850,Maquillage,Héritage Sensuel,382.53,69,02/06/2024,Paris,30
P00851,Maquillage,Clarté Botanique,81.3,27,30/04/2024,Lyon,134
P00851,Maquillage,Clarté Botanique,81.3,27,02/11/2024,Paris,99
P00852,Accessoires,Atelier Minéral,416.51,44,15/07/2024,Lyon,194
P00852,Accessoires,Atelier Minéral,416.51,44,14/07/2024,Paris,260
P00853,Soins capillaires,Silhouette Paris,395.37,52,05/01/2024,Paris,165
P00853,Soins capillaires,Silhouette Paris,395.37,52,07/02/2024,Lyon,32
P00854,Parfums,Natura Solaire,360.2,20,25/09/2024,Paris,191
P00855,Soins capillaires,Les Essences Rares,37.36,58,12/03/2024,Marseille,165
P00855,Soins capillaires,Les Essences Rares,37.36,58,05/05/2024,Paris,159
P00856,Soins capillaires,Maison Vitalis,165.5,47,14/05/2024,Lyon,265
P00856,Soins capillaires,Maison Vitalis,165.5,47,21/08/2024,Marseille,226
P00857,Maquillage,Aroma Sublime,146.29,73,29/04/2024,Lyon,154
P00857,Maquillage,Aroma Sublime,146.29,73,28/11/2024,Paris,296
P00858,Soins capillaires,Ãpure d'Azur,192.87,78,08/09/2024,Paris,196
P00858,Soins capillaires,Ãpure d'Azur,192.87,78,23/01/2024,Marseille,290
P00859,Soins de la peau,Ligne LumiÃ¨re,62.07,17,06/09/2024,Marseille,128
P00859,Soins de la peau,Ligne LumiÃ¨re,62.07,17,05/08/2024,Lyon,57
P00860,Maquillage,Soin Absolu,469.74,43,13/02/2024,Marseille,148
P00860,Maquillage,Soin Absolu,469.74,43,05/11/2024,Paris,285
P00861,Soins de la peau,Cosmétika,285.83,57,28/07/2024,Paris,38
P00861,Soins de la peau,Cosmétika,285.83,57,15/09/2024,Lyon,23
P00862,Parfums,Jardin dâIvoire,166.65,65,31/10/2024,Lyon,49
P00863,Maquillage,Beauté Origine,210.55,85,09/06/2024,Marseille,199
P00864,Parfums,Orchidée Noire,234.66,74,17/05/2024,Marseille,232
P00864,Parfums,Orchidée Noire,234.66,74,30/08/2024,Paris,165
P00865,Maquillage,LâAtelier du Teint,308.29,40,07/10/2024,Marseille,280
P00865,Maquillage,LâAtelier du Teint,308.29,40,21/11/2024,Lyon,127
P00866,Accessoires,Déesse Cosmétique,267.53,13,13/05/2024,Paris,30
P00866,Accessoires,Déesse Cosmétique,267.53,13,01/07/2024,Lyon,19
P00867,Soins capillaires,Secret de Peau,461.31,59,23/02/2024,Lyon,129
P00867,Soins capillaires,Secret de Peau,461.31,59,31/03/2024,Paris,226
P00868,Accessoires,Rose & Lin,258.54,78,03/07/2024,Marseille,14
P00868,Accessoires,Rose & Lin,258.54,78,05/01/2024,Paris,89
P00869,Parfums,Le Bain Royal,496.24,39,21/10/2024,Paris,92
P00870,Soins capillaires,Sérum de Lune,428.68,97,06/09/2024,Paris,29
P00870,Soins capillaires,Sérum de Lune,428.68,97,14/03/2024,Lyon,115
P00871,Maquillage,Aura Cristal,120.09,68,05/11/2024,Paris,174
P00871,Maquillage,Aura Cristal,120.09,68,05/08/2024,Marseille,71
P00872,Soins capillaires,Infusion Précieuse,466.69,76,05/10/2024,Paris,98
P00873,Soins de la peau,Velours Naturel,75.86,84,08/08/2024,Paris,283
P00874,Soins capillaires,Ãveil Ãlégant,412.38,54,19/10/2024,Lyon,251
P00875,Soins de la peau,Héritage Sensuel,202.7,13,08/10/2024,Lyon,124
P00875,Soins de la peau,Héritage Sensuel,202.7,13,19/04/2024,Paris,118
P00876,Soins capillaires,Clarté Botanique,441.43,35,14/07/2024,Paris,292
P00877,Soins de la peau,Atelier Minéral,436.67,36,30/05/2024,Paris,176
P00878,Parfums,Silhouette Paris,406.84,55,23/11/2024,Paris,48
P00878,Parfums,Silhouette Paris,406.84,55,18/05/2024,Lyon,293
P00879,Accessoires,Natura Solaire,399.21,73,14/06/2024,Lyon,31
P00879,Accessoires,Natura Solaire,399.21,73,30/11/2024,Paris,246
P00880,Maquillage,Les Essences Rares,166.25,60,29/01/2024,Lyon,38
P00880,Maquillage,Les Essences Rares,166.25,60,08/10/2024,Paris,215
P00881,Soins capillaires,Maison Vitalis,58.84,59,05/07/2024,Paris,102
P00881,Soins capillaires,Maison Vitalis,58.84,59,08/07/2024,Lyon,16
P00882,Accessoires,Aroma Sublime,213.43,15,10/11/2024,Paris,50
P00883,Maquillage,Ãpure d'Azur,103.29,68,10/09/2024,Marseille,119
P00883,Maquillage,Ãpure d'Azur,103.29,68,27/11/2024,Lyon,34
P00884,Maquillage,Ligne LumiÃ¨re,353.58,24,14/03/2024,Marseille,219
P00884,Maquillage,Ligne LumiÃ¨re,353.58,24,27/12/2024,Lyon,283
P00884,Maquillage,Ligne LumiÃ¨re,353.58,24,14/02/2024,Paris,273
P00885,Soins de la peau,Soin Absolu,186.13,39,18/07/2024,Lyon,251
P00886,Parfums,Cosmétika,488.29,51,19/05/2024,Lyon,76
P00886,Parfums,Cosmétika,488.29,51,28/03/2024,Paris,153
P00887,Parfums,Jardin dâIvoire,327.67,46,29/08/2024,Lyon,235
P00888,Accessoires,Beauté Origine,414.79,51,23/02/2024,Marseille,67
P00888,Accessoires,Beauté Origine,414.79,51,21/02/2024,Paris,72
P00889,Parfums,Orchidée Noire,83.61,44,04/02/2024,Lyon,53
P00889,Parfums,Orchidée Noire,83.61,44,16/09/2024,Paris,193
P00890,Soins capillaires,LâAtelier du Teint,433.77,96,27/10/2024,Lyon,43
P00890,Soins capillaires,LâAtelier du Teint,433.77,96,23/05/2024,Marseille,273
P00891,Parfums,Déesse Cosmétique,462.92,15,10/09/2024,Paris,115
P00892,Accessoires,Secret de Peau,253.79,77,06/09/2024,Paris,169
P00892,Accessoires,Secret de Peau,253.79,77,20/03/2024,Lyon,227
P00893,Parfums,Rose & Lin,311.0,27,26/03/2024,Lyon,50
P00893,Parfums,Rose & Lin,311.0,27,05/09/2024,Paris,137
P00894,Soins capillaires,Le Bain Royal,387.11,82,28/02/2024,Lyon,147
P00895,Soins de la peau,Sérum de Lune,103.92,38,22/06/2024,Lyon,63
P00895,Soins de la peau,Sérum de Lune,103.92,38,08/11/2024,Paris,115
P00896,Accessoires,Aura Cristal,261.23,86,29/03/2024,Paris,228
P00896,Accessoires,Aura Cristal,261.23,86,23/10/2024,Lyon,249
P00897,Soins de la peau,Infusion Précieuse,211.36,68,17/04/2024,Marseille,265
P00897,Soins de la peau,Infusion Précieuse,211.36,68,19/10/2024,Lyon,26
P00898,Soins de la peau,Velours Naturel,90.26,56,22/05/2024,Lyon,149
P00899,Soins de la peau,Ãveil Ãlégant,196.42,26,12/04/2024,Paris,267
P00900,Maquillage,Héritage Sensuel,52.72,31,07/08/2024,Paris,253
P00900,Maquillage,Héritage Sensuel,52.72,31,21/08/2024,Lyon,157
P00901,Maquillage,Clarté Botanique,32.39,77,13/07/2024,Paris,45
P00902,Soins de la peau,Atelier Minéral,84.88,78,28/11/2024,Lyon,167
P00902,Soins de la peau,Atelier Minéral,84.88,78,25/06/2024,Marseille,136
P00903,Accessoires,Silhouette Paris,482.3,46,10/10/2024,Marseille,36
P00903,Accessoires,Silhouette Paris,482.3,46,10/08/2024,Paris,221
P00904,Soins capillaires,Natura Solaire,283.77,58,29/09/2024,Paris,211
P00905,Soins capillaires,Les Essences Rares,483.59,22,12/12/2024,Paris,27
P00905,Soins capillaires,Les Essences Rares,483.59,22,21/10/2024,Marseille,56
P00906,Parfums,Maison Vitalis,227.6,43,13/03/2024,Paris,11
P00906,Parfums,Maison Vitalis,227.6,43,30/09/2024,Marseille,42
P00906,Parfums,Maison Vitalis,227.6,43,18/08/2024,Lyon,296
P00907,Accessoires,Aroma Sublime,169.67,95,31/10/2024,Paris,181
P00907,Accessoires,Aroma Sublime,169.67,95,21/10/2024,Lyon,175
P00908,Maquillage,Ãpure d'Azur,262.95,62,14/10/2024,Paris,96
P00909,Soins de la peau,Ligne LumiÃ¨re,230.97,96,20/04/2024,Lyon,56
P00910,Parfums,Soin Absolu,70.72,60,07/01/2024,Paris,5
P00911,Soins capillaires,Cosmétika,327.6,12,10/10/2024,Paris,16
P00911,Soins capillaires,Cosmétika,327.6,12,13/09/2024,Marseille,85
P00912,Maquillage,Jardin dâIvoire,123.7,51,09/06/2024,Paris,47
P00912,Maquillage,Jardin dâIvoire,123.7,51,18/08/2024,Lyon,49
P00913,Maquillage,Beauté Origine,317.4,41,03/01/2024,Paris,168
P00914,Soins de la peau,Orchidée Noire,332.1,60,31/05/2024,Paris,245
P00914,Soins de la peau,Orchidée Noire,332.1,60,06/02/2024,Lyon,292
P00915,Soins capillaires,LâAtelier du Teint,92.97,94,01/11/2024,Paris,261
P00916,Accessoires,Déesse Cosmétique,49.45,55,24/01/2024,Lyon,67
P00916,Accessoires,Déesse Cosmétique,49.45,55,13/08/2024,Paris,159
P00917,Maquillage,Secret de Peau,394.77,30,25/12/2024,Lyon,236
P00917,Maquillage,Secret de Peau,394.77,30,12/05/2024,Paris,100
P00918,Soins de la peau,Rose & Lin,240.7,53,08/01/2024,Lyon,208
P00918,Soins de la peau,Rose & Lin,240.7,53,10/12/2024,Paris,279
P00919,Accessoires,Le Bain Royal,47.92,20,22/10/2024,Paris,198
P00920,Soins capillaires,Sérum de Lune,497.54,77,17/02/2024,Lyon,142
P00920,Soins capillaires,Sérum de Lune,497.54,77,02/06/2024,Paris,224
P00921,Maquillage,Aura Cristal,47.73,10,29/07/2024,Marseille,11
P00921,Maquillage,Aura Cristal,47.73,10,11/03/2024,Paris,72
P00922,Accessoires,Infusion Précieuse,353.62,72,29/07/2024,Lyon,85
P00922,Accessoires,Infusion Précieuse,353.62,72,02/11/2024,Paris,65
P00923,Accessoires,Velours Naturel,492.17,33,20/04/2024,Marseille,161
P00923,Accessoires,Velours Naturel,492.17,33,25/10/2024,Lyon,294
P00924,Accessoires,Ãveil Ãlégant,134.81,22,21/01/2024,Lyon,252
P00924,Accessoires,Ãveil Ãlégant,134.81,22,14/07/2024,Paris,10
P00925,Maquillage,Héritage Sensuel,88.28,20,22/06/2024,Marseille,189
P00926,Maquillage,Clarté Botanique,78.26,60,17/05/2024,Marseille,233
P00926,Maquillage,Clarté Botanique,78.26,60,06/10/2024,Paris,167
P00927,Parfums,Atelier Minéral,165.57,26,26/07/2024,Lyon,75
P00927,Parfums,Atelier Minéral,165.57,26,25/07/2024,Marseille,41
P00928,Soins capillaires,Silhouette Paris,68.5,91,10/09/2024,Marseille,193
P00929,Soins de la peau,Natura Solaire,352.24,95,17/03/2024,Paris,220
P00930,Accessoires,Les Essences Rares,49.9,33,02/08/2024,Lyon,72
P00930,Accessoires,Les Essences Rares,49.9,33,12/08/2024,Paris,119
P00931,Parfums,Maison Vitalis,264.52,28,18/09/2024,Paris,206
P00932,Soins de la peau,Aroma Sublime,498.41,46,20/11/2024,Lyon,44
P00932,Soins de la peau,Aroma Sublime,498.41,46,01/12/2024,Paris,267
P00933,Parfums,Ãpure d'Azur,410.71,94,12/02/2024,Lyon,178
P00933,Parfums,Ãpure d'Azur,410.71,94,11/03/2024,Paris,3
P00934,Maquillage,Ligne LumiÃ¨re,315.31,17,10/01/2024,Paris,88
P00934,Maquillage,Ligne LumiÃ¨re,315.31,17,21/06/2024,Marseille,118
P00935,Accessoires,Soin Absolu,167.0,37,31/05/2024,Lyon,146
P00935,Accessoires,Soin Absolu,167.0,37,18/08/2024,Paris,263
P00936,Soins de la peau,Cosmétika,319.47,14,02/10/2024,Paris,8
P00937,Soins de la peau,Jardin dâIvoire,272.98,26,06/03/2024,Marseille,202
P00937,Soins de la peau,Jardin dâIvoire,272.98,26,20/11/2024,Paris,21
P00938,Soins de la peau,Beauté Origine,224.52,45,14/03/2024,Paris,23
P00939,Soins de la peau,Orchidée Noire,82.74,28,03/12/2024,Paris,173
P00940,Soins de la peau,LâAtelier du Teint,445.57,73,22/09/2024,Paris,145
P00941,Parfums,Déesse Cosmétique,235.9,20,06/08/2024,Lyon,105
P00941,Parfums,Déesse Cosmétique,235.9,20,20/05/2024,Paris,224
P00942,Accessoires,Secret de Peau,113.42,63,19/12/2024,Paris,240
P00943,Maquillage,Rose & Lin,196.52,54,03/01/2024,Paris,222
P00943,Maquillage,Rose & Lin,196.52,54,29/12/2024,Marseille,64
P00944,Maquillage,Le Bain Royal,218.78,56,24/06/2024,Paris,244
P00944,Maquillage,Le Bain Royal,218.78,56,13/07/2024,Lyon,81
P00945,Maquillage,Sérum de Lune,417.22,21,25/08/2024,Marseille,29
P00945,Maquillage,Sérum de Lune,417.22,21,29/10/2024,Lyon,30
P00946,Maquillage,Aura Cristal,372.13,30,02/02/2024,Paris,263
P00947,Parfums,Infusion Précieuse,389.27,20,18/12/2024,Paris,18
P00947,Parfums,Infusion Précieuse,389.27,20,16/12/2024,Lyon,32
P00948,Soins capillaires,Velours Naturel,25.3,14,03/05/2024,Paris,139
P00948,Soins capillaires,Velours Naturel,25.3,14,20/10/2024,Lyon,40
P00949,Accessoires,Ãveil Ãlégant,219.75,90,27/06/2024,Paris,94
P00949,Accessoires,Ãveil Ãlégant,219.75,90,19/06/2024,Marseille,293
P00950,Soins de la peau,Héritage Sensuel,251.05,65,11/09/2024,Paris,73
P00950,Soins de la peau,Héritage Sensuel,251.05,65,17/06/2024,Lyon,207
P00951,Soins capillaires,Clarté Botanique,29.21,29,30/10/2024,Paris,11
P00952,Maquillage,Atelier Minéral,144.71,50,04/12/2024,Paris,252
P00953,Soins capillaires,Silhouette Paris,384.94,55,01/06/2024,Paris,145
P00954,Accessoires,Natura Solaire,85.81,21,04/09/2024,Lyon,237
P00954,Accessoires,Natura Solaire,85.81,21,10/05/2024,Paris,5
P00955,Soins de la peau,Les Essences Rares,276.95,79,29/05/2024,Lyon,8
P00956,Soins de la peau,Maison Vitalis,123.3,26,19/11/2024,Paris,133
P00957,Accessoires,Aroma Sublime,25.82,28,15/08/2024,Paris,202
P00958,Accessoires,Ãpure d'Azur,135.78,35,17/01/2024,Marseille,264
P00958,Accessoires,Ãpure d'Azur,135.78,35,28/01/2024,Paris,260
P00959,Maquillage,Ligne LumiÃ¨re,488.42,57,18/11/2024,Paris,46
P00960,Soins de la peau,Soin Absolu,404.74,61,07/08/2024,Marseille,31
P00960,Soins de la peau,Soin Absolu,404.74,61,07/02/2024,Paris,75
P00961,Soins capillaires,Cosmétika,480.6,79,29/08/2024,Paris,50
P00962,Parfums,Jardin dâIvoire,254.17,64,04/06/2024,Lyon,125
P00962,Parfums,Jardin dâIvoire,254.17,64,16/07/2024,Paris,299
P00963,Parfums,Beauté Origine,72.67,84,13/08/2024,Paris,112
P00964,Accessoires,Orchidée Noire,283.02,42,03/06/2024,Paris,197
P00964,Accessoires,Orchidée Noire,283.02,42,01/01/2024,Lyon,128
P00965,Maquillage,LâAtelier du Teint,238.1,71,17/02/2024,Paris,54
P00965,Maquillage,LâAtelier du Teint,238.1,71,31/08/2024,Lyon,254
P00966,Parfums,Déesse Cosmétique,425.29,97,13/05/2024,Marseille,20
P00967,Soins de la peau,Secret de Peau,67.08,32,07/05/2024,Paris,201
P00968,Accessoires,Rose & Lin,254.36,24,13/02/2024,Paris,182
P00968,Accessoires,Rose & Lin,254.36,24,20/11/2024,Lyon,10
P00969,Soins capillaires,Le Bain Royal,92.02,36,28/12/2024,Lyon,244
P00969,Soins capillaires,Le Bain Royal,92.02,36,06/11/2024,Paris,133
P00970,Accessoires,Sérum de Lune,175.84,84,31/12/2024,Lyon,198
P00970,Accessoires,Sérum de Lune,175.84,84,11/08/2024,Paris,272
P00971,Soins capillaires,Aura Cristal,373.93,73,08/07/2024,Paris,70
P00972,Accessoires,Infusion Précieuse,248.49,90,05/06/2024,Lyon,74
P00972,Accessoires,Infusion Précieuse,248.49,90,15/12/2024,Paris,229
P00973,Accessoires,Velours Naturel,200.43,60,28/05/2024,Paris,87
P00974,Accessoires,Ãveil Ãlégant,209.35,62,05/11/2024,Lyon,186
P00974,Accessoires,Ãveil Ãlégant,209.35,62,06/09/2024,Paris,186
P00975,Soins capillaires,Héritage Sensuel,240.53,87,13/12/2024,Lyon,218
P00975,Soins capillaires,Héritage Sensuel,240.53,87,22/12/2024,Paris,36
P00976,Soins capillaires,Clarté Botanique,396.81,91,18/05/2024,Paris,176
P00976,Soins capillaires,Clarté Botanique,396.81,91,06/01/2024,Marseille,134
P00977,Accessoires,Atelier Minéral,448.2,60,21/06/2024,Paris,3
P00977,Accessoires,Atelier Minéral,448.2,60,13/11/2024,Marseille,45
P00978,Parfums,Silhouette Paris,478.56,56,24/03/2024,Paris,3
P00978,Parfums,Silhouette Paris,478.56,56,29/02/2024,Marseille,168
P00979,Maquillage,Natura Solaire,397.71,13,22/11/2024,Paris,109
P00979,Maquillage,Natura Solaire,397.71,13,06/08/2024,Marseille,271
P00979,Maquillage,Natura Solaire,397.71,13,31/01/2024,Lyon,168
P00980,Maquillage,Les Essences Rares,171.4,16,13/01/2024,Lyon,297
P00980,Maquillage,Les Essences Rares,171.4,16,20/05/2024,Paris,158
P00981,Maquillage,Maison Vitalis,350.3,44,12/01/2024,Lyon,279
P00981,Maquillage,Maison Vitalis,350.3,44,14/08/2024,Paris,211
P00982,Soins capillaires,Aroma Sublime,230.05,57,06/08/2024,Marseille,25
P00982,Soins capillaires,Aroma Sublime,230.05,57,24/01/2024,Paris,4
P00983,Soins capillaires,Ãpure d'Azur,142.24,82,26/03/2024,Paris,246
P00983,Soins capillaires,Ãpure d'Azur,142.24,82,17/03/2024,Lyon,168
P00984,Parfums,Ligne LumiÃ¨re,423.62,81,04/01/2024,Lyon,147
P00984,Parfums,Ligne LumiÃ¨re,423.62,81,22/07/2024,Paris,268
P00985,Maquillage,Soin Absolu,38.44,54,04/09/2024,Paris,218
P00986,Maquillage,Cosmétika,452.85,90,27/03/2024,Paris,243
P00986,Maquillage,Cosmétika,452.85,90,09/11/2024,Lyon,78
P00987,Accessoires,Jardin dâIvoire,241.51,90,09/12/2024,Lyon,254
P00988,Soins capillaires,Beauté Origine,325.86,81,28/02/2024,Lyon,173
P00988,Soins capillaires,Beauté Origine,325.86,81,14/08/2024,Paris,61
P00989,Maquillage,Orchidée Noire,336.49,28,26/12/2024,Lyon,179
P00990,Parfums,LâAtelier du Teint,449.66,72,05/08/2024,Lyon,86
P00990,Parfums,LâAtelier du Teint,449.66,72,16/06/2024,Paris,45
P00991,Parfums,Déesse Cosmétique,325.6,47,22/09/2024,Lyon,218
P00991,Parfums,Déesse Cosmétique,325.6,47,29/01/2024,Paris,5
P00992,Maquillage,Secret de Peau,314.69,76,14/09/2024,Marseille,141
P00993,Soins capillaires,Rose & Lin,51.99,68,17/07/2024,Paris,219
P00993,Soins capillaires,Rose & Lin,51.99,68,08/12/2024,Marseille,70
P00994,Parfums,Le Bain Royal,268.84,78,23/11/2024,Lyon,6
P00994,Parfums,Le Bain Royal,268.84,78,16/11/2024,Marseille,172
P00995,Accessoires,Sérum de Lune,92.08,22,31/07/2024,Paris,57
P00995,Accessoires,Sérum de Lune,92.08,22,29/08/2024,Marseille,214
P00996,Parfums,Aura Cristal,373.97,56,02/04/2024,Paris,242
P00996,Parfums,Aura Cristal,373.97,56,11/12/2024,Lyon,24
P00996,Parfums,Aura Cristal,373.97,56,11/09/2024,Marseille,177
P00997,Soins de la peau,Infusion Précieuse,265.87,70,03/05/2024,Lyon,238
P00997,Soins de la peau,Infusion Précieuse,265.87,70,25/10/2024,Marseille,221
P00998,Soins de la peau,Velours Naturel,346.51,40,12/07/2024,Lyon,33
P00998,Soins de la peau,Velours Naturel,346.51,40,10/05/2024,Paris,250
P00999,Soins capillaires,Ãveil Ãlégant,40.0,89,10/12/2024,Marseille,264
P00999,Soins capillaires,Ãveil Ãlégant,40.0,89,19/10/2024,Paris,88
P01000,Maquillage,Héritage Sensuel,60.7,31,05/07/2024,Paris,127
P01000,Maquillage,Héritage Sensuel,60.7,31,30/05/2024,Lyon,133
