id_commande;id_produit;quantite;entrepot;date_retour;motif
O005464;P00370;9;Lyon;09/07/2024;Endommage
O043017;P00826;6;Paris;30/03/2024;Endommage
O049965;P00457;1;Marseille;29/02/2024;Le client a change d'avis
O032229;P00572;6;Marseille;03/05/2024;Le client a change d'avis
O004435;P00484;1;Marseille;10/02/2024;Endommage
O029343;P00376;3;Paris;05/03/2024;Le client a change d'avis
O041979;P00241;1;Lyon;15/06/2024;Le client a change d'avis
O020612;P00425;2;Marseille;24/02/2024;Endommage
O048872;P00667;7;Lyon;27/12/2024;Le client a change d'avis
O021257;P00259;7;Paris;30/06/2024;Mauvais article
O003225;P00740;1;Paris;11/10/2024;Mauvais article
O026809;P00010;2;Marseille;03/07/2024;Endommage
O030908;P00074;2;Marseille;26/04/2024;Pas comme decrit
O040108;P00925;1;Lyon;27/10/2024;Endommage
O023795;P00610;5;Lyon;27/02/2024;Endommage
O010526;P00567;6;Lyon;02/12/2024;Endommage
O017400;P00315;7;Paris;01/05/2024;Mauvais article
O034804;P00090;3;Lyon;22/12/2024;Mauvais article
O018834;P00505;2;Marseille;30/11/2024;Pas comme decrit
O018925;P00032;6;Paris;24/04/2024;Le client a change d'avis
O008223;P00917;4;Lyon;20/02/2024;Le client a change d'avis
O047259;P00222;7;Paris;27/03/2024;Mauvais article
O025670;P00654;2;Paris;24/01/2024;Le client a change d'avis
O041201;P00517;2;Lyon;04/01/2025;Pas comme decrit
O026292;P00974;9;Lyon;12/09/2024;Endommage
O043783;P00311;4;Paris;14/07/2024;Endommage
O005853;P00859;9;Marseille;29/06/2024;Pas comme decrit
O016830;P00258;1;Paris;13/12/2024;Mauvais article
O017446;P00369;1;Lyon;30/12/2024;Endommage
O044040;P00394;5;Marseille;15/12/2024;Le client a change d'avis
O002983;P00889;3;Paris;18/07/2024;Endommage
O032714;P00552;4;Lyon;17/11/2024;Pas comme decrit
O031473;P00635;9;Paris;31/08/2024;Le client a change d'avis
O029944;P00980;8;Marseille;12/04/2024;Endommage
O036533;P00621;5;Marseille;16/07/2024;Mauvais article
O036582;P00626;9;Lyon;30/08/2024;Endommage
O045338;P00676;7;Paris;02/01/2025;Endommage
O010213;P00990;3;Paris;30/01/2024;Mauvais article
O036646;P00518;5;Paris;29/03/2024;Le client a change d'avis
O023053;P00462;2;Paris;26/02/2024;Endommage
O030063;P00931;1;Marseille;19/10/2024;Le client a change d'avis
O019704;P00910;3;Marseille;25/10/2024;Le client a change d'avis
O001820;P00386;4;Paris;30/06/2024;Le client a change d'avis
O007449;P00273;2;Marseille;28/12/2024;Pas comme decrit
O015157;P00979;6;Lyon;29/03/2024;Pas comme decrit
O010463;P00764;9;Lyon;28/09/2024;Endommage
O009298;P00069;6;Lyon;17/05/2024;Pas comme decrit
O048096;P00488;4;Paris;21/03/2024;Mauvais article
O025076;P00098;7;Lyon;28/09/2024;Pas comme decrit
O028291;P00387;9;Lyon;10/04/2024;Pas comme decrit
O007427;P00465;7;Marseille;25/06/2024;Mauvais article
O026832;P00266;3;Lyon;06/10/2024;Le client a change d'avis
O035502;P00552;2;Paris;16/03/2024;Endommage
O031052;P00440;7;Lyon;26/11/2024;Le client a change d'avis
O034782;P00630;6;Paris;21/03/2024;Mauvais article
O038261;P00981;5;Marseille;07/04/2024;Le client a change d'avis
O030681;P00907;8;Marseille;25/08/2024;Pas comme decrit
O022577;P00928;5;Lyon;12/08/2024;Le client a change d'avis
O049388;P00259;2;Paris;16/08/2024;Endommage
O025118;P00785;4;Marseille;11/04/2024;Pas comme decrit
O001931;P00596;3;Lyon;03/03/2024;Endommage
O036668;P00775;9;Lyon;22/02/2024;Mauvais article
O009019;P00043;4;Marseille;26/03/2024;Endommage
O001044;P00056;2;Lyon;10/12/2024;Pas comme decrit
O006290;P00708;6;Lyon;13/03/2024;Endommage
O037133;P00853;6;Lyon;15/08/2024;Pas comme decrit
O002784;P00105;8;Lyon;06/05/2024;Endommage
O049979;P00395;6;Paris;16/04/2024;Le client a change d'avis
O004515;P00227;6;Lyon;09/09/2024;Mauvais article
O040433;P00913;4;Paris;06/01/2025;Endommage
O040411;P00261;2;Marseille;04/08/2024;Pas comme decrit
O010009;P00339;8;Marseille;29/05/2024;Pas comme decrit
O010671;P00826;1;Lyon;06/04/2024;Mauvais article
O003685;P00279;9;Marseille;31/03/2024;Mauvais article
O012136;P00381;4;Marseille;05/06/2024;Le client a change d'avis
O006757;P00164;2;Paris;15/06/2024;Pas comme decrit
O000663;P00477;2;Marseille;05/04/2024;Pas comme decrit
O045666;P00226;3;Lyon;29/09/2024;Endommage
O009276;P00163;5;Marseille;12/11/2024;Endommage
O030867;P00636;4;Marseille;15/08/2024;Le client a change d'avis
O038773;P00097;8;Lyon;12/07/2024;Le client a change d'avis
O013879;P00515;6;Paris;09/03/2024;Endommage
O044194;P00012;6;Paris;24/12/2024;Mauvais article
O010041;P00704;5;Paris;05/11/2024;Mauvais article
O008584;P00087;6;Paris;02/10/2024;Endommage
O028645;P00750;4;Marseille;05/10/2024;Pas comme decrit
O010085;P00607;8;Marseille;24/12/2024;Endommage
O033882;P00173;5;Lyon;27/06/2024;Mauvais article
O018279;P00464;3;Lyon;31/03/2024;Endommage
O030922;P00663;9;Marseille;08/04/2024;Endommage
O030880;P00061;6;Paris;31/01/2025;Pas comme decrit
O038264;P00797;3;Lyon;11/05/2024;Mauvais article
O014377;P00049;8;Marseille;02/09/2024;Mauvais article
O022948;P00427;3;Marseille;08/09/2024;Endommage
O024833;P00220;1;Marseille;23/08/2024;Le client a change d'avis
O031609;P00780;2;Paris;10/02/2024;Endommage
O027646;P00246;1;Marseille;01/02/2024;Le client a change d'avis
O007315;P00880;9;Paris;07/12/2024;Endommage
O026091;P00204;6;Marseille;31/12/2024;Le client a change d'avis
O039893;P00006;2;Lyon;25/11/2024;Pas comme decrit
O020558;P00742;1;Paris;05/06/2024;Endommage
O010194;P00181;6;Lyon;15/11/2024;Mauvais article
O031040;P00836;9;Marseille;17/08/2024;Pas comme decrit
O036048;P00481;3;Lyon;11/07/2024;Le client a change d'avis
O009020;P00105;2;Lyon;20/02/2024;Mauvais article
O024413;P00019;4;Paris;10/04/2024;Mauvais article
O040509;P00552;9;Marseille;09/08/2024;Mauvais article
O041816;P00812;9;Lyon;07/04/2024;Le client a change d'avis
O018312;P00336;5;Marseille;02/09/2024;Le client a change d'avis
O011943;P00392;6;Marseille;06/09/2024;Mauvais article
O023751;P00897;5;Lyon;08/11/2024;Pas comme decrit
O028073;P00107;7;Paris;05/01/2025;Le client a change d'avis
O005099;P00221;9;Lyon;25/08/2024;Pas comme decrit
O042426;P00388;8;Paris;25/08/2024;Endommage
O046693;P00836;1;Marseille;29/06/2024;Endommage
O013764;P00923;5;Marseille;08/07/2024;Endommage
O024962;P00977;6;Marseille;19/09/2024;Le client a change d'avis
O004971;P00417;8;Lyon;20/07/2024;Mauvais article
O020971;P00044;5;Lyon;21/01/2025;Endommage
O032267;P00656;1;Marseille;18/12/2024;Mauvais article
O018175;P00016;2;Lyon;16/08/2024;Endommage
O031087;P00157;4;Marseille;06/06/2024;Mauvais article
O016700;P00116;3;Lyon;15/10/2024;Mauvais article
O014485;P00357;2;Lyon;10/04/2024;Pas comme decrit
O002066;P00456;1;Lyon;11/02/2024;Endommage
O029474;P00770;9;Marseille;10/03/2024;Mauvais article
O015666;P00596;8;Marseille;18/04/2024;Le client a change d'avis
O002016;P00932;2;Paris;30/12/2024;Pas comme decrit
O035341;P00676;3;Marseille;04/11/2024;Endommage
O001630;P00737;9;Lyon;17/07/2024;Endommage
O009377;P00807;4;Lyon;20/01/2025;Pas comme decrit
O026703;P00635;6;Paris;05/01/2025;Endommage
O035150;P00656;2;Lyon;19/10/2024;Endommage
O012117;P00396;5;Marseille;15/03/2024;Pas comme decrit
O038289;P00243;2;Marseille;03/01/2025;Mauvais article
O034507;P00550;5;Paris;25/08/2024;Mauvais article
O012727;P00932;9;Paris;25/04/2024;Pas comme decrit
O009129;P00543;9;Marseille;14/04/2024;Mauvais article
O037864;P00242;4;Marseille;16/06/2024;Pas comme decrit
O043386;P00779;8;Paris;23/05/2024;Mauvais article
O002990;P00092;6;Marseille;27/08/2024;Mauvais article
O013576;P00632;5;Paris;23/12/2024;Le client a change d'avis
O017730;P00568;7;Paris;11/06/2024;Mauvais article
O023359;P00893;6;Paris;25/09/2024;Endommage
O020816;P00345;5;Paris;12/01/2025;Pas comme decrit
O032695;P00798;2;Paris;08/07/2024;Mauvais article
O035815;P00055;7;Paris;21/12/2024;Mauvais article
O021406;P00103;4;Paris;01/12/2024;Pas comme decrit
O037506;P00015;2;Marseille;11/04/2024;Mauvais article
O011226;P00328;2;Paris;23/12/2024;Endommage
O020228;P00217;6;Lyon;10/06/2024;Mauvais article
O034304;P00250;7;Paris;24/02/2024;Le client a change d'avis
O047452;P00832;5;Marseille;29/01/2025;Le client a change d'avis
O021008;P00806;5;Lyon;08/01/2025;Pas comme decrit
O035966;P00313;3;Lyon;26/06/2024;Endommage
O039305;P00553;5;Paris;09/01/2025;Endommage
O022732;P00048;1;Paris;09/02/2024;Pas comme decrit
O030074;P00765;5;Lyon;13/03/2024;Pas comme decrit
O014912;P00786;9;Lyon;24/01/2025;Pas comme decrit
O027532;P00225;2;Marseille;11/11/2024;Endommage
O011673;P00718;7;Lyon;28/10/2024;Pas comme decrit
O007958;P00727;6;Marseille;27/07/2024;Le client a change d'avis
O007053;P00221;5;Lyon;27/07/2024;Endommage
O036654;P00869;8;Paris;07/04/2024;Pas comme decrit
O021328;P00051;7;Paris;22/06/2024;Le client a change d'avis
O002380;P00322;7;Paris;20/03/2024;Le client a change d'avis
O044336;P00243;8;Marseille;27/07/2024;Le client a change d'avis
O016817;P00292;1;Paris;22/03/2024;Pas comme decrit
O001787;P00812;9;Lyon;15/11/2024;Pas comme decrit
O028626;P00592;9;Marseille;10/09/2024;Pas comme decrit
O014926;P00729;6;Paris;03/08/2024;Mauvais article
O041411;P00208;3;Marseille;26/06/2024;Mauvais article
O007930;P00968;5;Paris;25/04/2024;Mauvais article
O035956;P00667;3;Lyon;03/01/2025;Mauvais article
O013084;P00891;7;Paris;19/04/2024;Le client a change d'avis
O028963;P00903;2;Marseille;31/08/2024;Mauvais article
O002106;P00338;3;Marseille;28/03/2024;Le client a change d'avis
O006568;P00184;4;Lyon;18/12/2024;Pas comme decrit
O012092;P00068;1;Marseille;10/07/2024;Pas comme decrit
O024597;P00541;5;Paris;02/03/2024;Pas comme decrit
O049930;P00127;2;Marseille;27/10/2024;Mauvais article
O007333;P00678;2;Lyon;10/11/2024;Endommage
O023921;P00886;8;Marseille;29/02/2024;Mauvais article
O036376;P00779;1;Marseille;25/06/2024;Mauvais article
O007464;P00132;6;Marseille;03/09/2024;Endommage
O024485;P00218;6;Marseille;24/06/2024;Endommage
O012003;P00538;5;Marseille;09/10/2024;Pas comme decrit
O021796;P00847;7;Marseille;16/05/2024;Mauvais article
O048532;P00264;5;Paris;22/04/2024;Pas comme decrit
O044427;P00907;6;Marseille;10/07/2024;Mauvais article
O022549;P00396;1;Marseille;31/03/2024;Le client a change d'avis
O021300;P00306;2;Paris;17/03/2024;Le client a change d'avis
O033581;P00872;1;Lyon;28/04/2024;Pas comme decrit
O021016;P00976;6;Lyon;25/11/2024;Mauvais article
O017364;P00645;5;Lyon;11/06/2024;Pas comme decrit
O019213;P00773;3;Marseille;20/12/2024;Mauvais article
O018817;P00846;8;Marseille;23/03/2024;Pas comme decrit
O049889;P00904;2;Marseille;04/04/2024;Endommage
O030639;P00188;2;Marseille;11/02/2024;Mauvais article
O027125;P00363;9;Paris;30/12/2024;Pas comme decrit
O044451;P00259;7;Lyon;26/09/2024;Endommage
O049219;P00025;3;Lyon;28/04/2024;Le client a change d'avis
O010766;P00491;9;Paris;21/05/2024;Mauvais article
O002209;P00416;4;Marseille;19/03/2024;Mauvais article
O042505;P00342;4;Paris;18/08/2024;Endommage
O030663;P00585;3;Lyon;26/11/2024;Le client a change d'avis
O047078;P00529;3;Lyon;17/08/2024;Le client a change d'avis
O015182;P00607;5;Marseille;16/03/2024;Le client a change d'avis
O020356;P00528;5;Marseille;06/03/2024;Mauvais article
O016412;P00597;2;Lyon;05/10/2024;Le client a change d'avis
O018829;P00786;6;Paris;16/07/2024;Endommage
O008926;P00080;6;Marseille;26/11/2024;Endommage
O003292;P00025;8;Marseille;14/04/2024;Endommage
O023061;P00241;3;Paris;22/05/2024;Endommage
O028292;P00682;8;Paris;01/12/2024;Pas comme decrit
O024520;P00995;7;Marseille;30/10/2024;Le client a change d'avis
O013535;P00025;5;Lyon;08/07/2024;Pas comme decrit
O045397;P00127;4;Marseille;26/09/2024;Le client a change d'avis
O036315;P00386;7;Paris;23/03/2024;Mauvais article
O047888;P00875;8;Paris;15/03/2024;Endommage
O007546;P00749;2;Marseille;31/05/2024;Le client a change d'avis
O029084;P00677;5;Lyon;10/09/2024;Mauvais article
O010716;P00472;9;Paris;06/10/2024;Endommage
O017958;P00059;3;Marseille;06/08/2024;Mauvais article
O025994;P00031;9;Marseille;06/12/2024;Mauvais article
O014919;P00376;3;Marseille;27/10/2024;Mauvais article
O038090;P00396;2;Paris;23/10/2024;Mauvais article
O045023;P00456;4;Marseille;28/09/2024;Endommage
O019164;P00997;9;Paris;05/09/2024;Mauvais article
O007439;P00505;9;Lyon;19/11/2024;Pas comme decrit
O001539;P00414;3;Lyon;19/12/2024;Mauvais article
O044989;P00735;5;Marseille;21/10/2024;Pas comme decrit
O027376;P00245;4;Paris;05/02/2024;Pas comme decrit
O024241;P00674;4;Lyon;19/12/2024;Le client a change d'avis
O030750;P00782;5;Paris;12/04/2024;Endommage
O035456;P00755;7;Paris;28/06/2024;Endommage
O005562;P00197;1;Paris;29/12/2024;Mauvais article
O027032;P00806;7;Lyon;14/05/2024;Le client a change d'avis
O049155;P00288;1;Lyon;02/09/2024;Mauvais article
O024166;P00178;8;Marseille;07/05/2024;Le client a change d'avis
O002664;P00700;3;Marseille;21/02/2024;Pas comme decrit
O014673;P00970;8;Marseille;03/08/2024;Mauvais article
O041757;P00084;3;Marseille;01/12/2024;Endommage
O022727;P00737;9;Paris;17/03/2024;Pas comme decrit
O004245;P00272;2;Marseille;14/07/2024;Pas comme decrit
O000408;P00706;2;Paris;26/01/2025;Le client a change d'avis
O031687;P00651;9;Marseille;18/09/2024;Endommage
O046625;P00043;7;Lyon;18/10/2024;Le client a change d'avis
O030463;P00099;6;Marseille;28/09/2024;Pas comme decrit
O022416;P00124;7;Lyon;18/06/2024;Le client a change d'avis
O046828;P00624;9;Lyon;14/08/2024;Pas comme decrit
O000647;P00666;4;Marseille;29/08/2024;Le client a change d'avis
O032444;P00721;2;Paris;21/01/2025;Mauvais article
O041094;P00101;6;Marseille;05/01/2025;Pas comme decrit
O011749;P00282;4;Lyon;16/05/2024;Pas comme decrit
O027320;P00797;5;Paris;22/06/2024;Le client a change d'avis
O034586;P00005;4;Marseille;06/03/2024;Pas comme decrit
O043035;P00370;2;Marseille;01/12/2024;Pas comme decrit
O015206;P00322;6;Lyon;30/12/2024;Pas comme decrit
O038189;P00098;3;Paris;19/12/2024;Le client a change d'avis
O036187;P00191;7;Lyon;14/12/2024;Pas comme decrit
O019172;P00640;3;Lyon;29/08/2024;Le client a change d'avis
O038627;P00191;3;Marseille;26/11/2024;Mauvais article
O004342;P00961;2;Paris;17/12/2024;Pas comme decrit
O012647;P00405;3;Lyon;04/02/2025;Mauvais article
O005963;P00202;1;Marseille;23/05/2024;Le client a change d'avis
O045098;P00915;5;Lyon;28/01/2025;Le client a change d'avis
O047034;P00772;9;Lyon;06/12/2024;Mauvais article
O017766;P00987;1;Paris;18/08/2024;Mauvais article
O045322;P00446;5;Marseille;05/01/2025;Le client a change d'avis
O027182;P00778;9;Lyon;19/09/2024;Endommage
O041017;P00247;1;Paris;17/06/2024;Endommage
O015661;P00133;1;Lyon;09/05/2024;Mauvais article
O013312;P00540;3;Paris;28/10/2024;Mauvais article
O007857;P00916;9;Marseille;17/10/2024;Endommage
O003675;P00428;2;Paris;04/05/2024;Pas comme decrit
O012903;P00446;5;Marseille;06/11/2024;Endommage
O001463;P00020;5;Lyon;13/08/2024;Endommage
O022863;P00611;3;Paris;04/06/2024;Le client a change d'avis
O018833;P00308;9;Lyon;05/01/2025;Mauvais article
O042541;P00887;9;Lyon;08/04/2024;Endommage
O035416;P00105;3;Paris;17/02/2024;Mauvais article
O032564;P00268;9;Marseille;13/10/2024;Pas comme decrit
O008007;P00831;9;Paris;24/02/2024;Mauvais article
O011241;P00355;4;Marseille;14/12/2024;Mauvais article
O013077;P00805;9;Paris;05/07/2024;Le client a change d'avis
O006696;P00915;5;Paris;09/09/2024;Le client a change d'avis
O047733;P00259;9;Marseille;07/06/2024;Endommage
O010468;P00785;6;Marseille;08/03/2024;Le client a change d'avis
O043334;P00414;6;Paris;29/10/2024;Le client a change d'avis
O001991;P00165;9;Marseille;23/01/2024;Mauvais article
O027463;P00167;3;Lyon;26/06/2024;Endommage
O039454;P00182;7;Paris;15/01/2024;Endommage
O042445;P00715;3;Lyon;09/11/2024;Pas comme decrit
O030282;P00262;6;Marseille;06/08/2024;Pas comme decrit
O012162;P00343;3;Lyon;04/10/2024;Le client a change d'avis
O010129;P00054;1;Paris;28/11/2024;Le client a change d'avis
O021580;P00842;9;Lyon;13/03/2024;Mauvais article
O047158;P00438;4;Paris;11/09/2024;Pas comme decrit
O024216;P00381;6;Marseille;09/10/2024;Le client a change d'avis
O024889;P00263;6;Lyon;11/04/2024;Le client a change d'avis
O014217;P00487;9;Lyon;04/12/2024;Mauvais article
O000999;P00466;4;Paris;12/03/2024;Pas comme decrit
O015486;P00245;9;Paris;24/08/2024;Mauvais article
O026831;P00459;2;Lyon;30/07/2024;Endommage
O020307;P00054;7;Marseille;30/12/2024;Pas comme decrit
O020021;P00642;4;Paris;19/01/2025;Mauvais article
O004932;P00920;6;Paris;17/01/2025;Pas comme decrit
O041611;P00741;2;Paris;01/11/2024;Le client a change d'avis
O027055;P00366;1;Marseille;09/10/2024;Endommage
O047351;P00868;6;Marseille;03/07/2024;Pas comme decrit
O038454;P00743;4;Marseille;14/08/2024;Le client a change d'avis
O002821;P00162;1;Marseille;12/02/2024;Mauvais article
O032966;P00485;5;Lyon;28/11/2024;Pas comme decrit
O045373;P00521;6;Lyon;04/04/2024;Endommage
O019217;P00867;8;Marseille;11/06/2024;Pas comme decrit
O040392;P00404;1;Marseille;25/09/2024;Le client a change d'avis
O017885;P00981;6;Marseille;23/07/2024;Mauvais article
O015584;P00969;2;Lyon;10/09/2024;Endommage
O038585;P00757;5;Marseille;28/01/2024;Pas comme decrit
O038010;P00032;2;Marseille;08/02/2024;Endommage
O048826;P00239;5;Marseille;30/10/2024;Le client a change d'avis
O048885;P00966;3;Paris;24/02/2024;Mauvais article
O011759;P00981;5;Lyon;13/04/2024;Endommage
O040148;P00644;6;Lyon;03/03/2024;Mauvais article
O034885;P00341;5;Lyon;07/12/2024;Le client a change d'avis
O041587;P00198;7;Paris;31/01/2025;Le client a change d'avis
O046352;P00185;9;Lyon;15/04/2024;Mauvais article
O019772;P00189;7;Marseille;20/03/2024;Endommage
O009956;P00687;2;Lyon;18/07/2024;Mauvais article
O044610;P00620;6;Lyon;04/02/2024;Mauvais article
O004529;P00033;3;Paris;09/02/2024;Pas comme decrit
O016647;P00348;6;Lyon;20/06/2024;Le client a change d'avis
O029551;P00563;8;Paris;14/03/2024;Endommage
O004131;P00032;1;Lyon;07/05/2024;Le client a change d'avis
O044218;P00265;4;Marseille;06/10/2024;Endommage
O013943;P00685;6;Paris;15/04/2024;Pas comme decrit
O046610;P00281;5;Lyon;23/06/2024;Endommage
O041670;P00360;7;Marseille;09/07/2024;Le client a change d'avis
O023946;P00469;4;Lyon;24/01/2025;Le client a change d'avis
O049270;P00383;5;Lyon;20/10/2024;Pas comme decrit
O011548;P00938;5;Lyon;04/03/2024;Mauvais article
O022329;P00205;7;Lyon;06/09/2024;Endommage
O046702;P00713;9;Lyon;01/03/2024;Mauvais article
O029013;P00445;3;Lyon;23/05/2024;Le client a change d'avis
O047068;P00313;2;Paris;14/12/2024;Le client a change d'avis
O040575;P00531;6;Paris;15/09/2024;Mauvais article
O007541;P00320;7;Marseille;31/01/2025;Le client a change d'avis
O022242;P00130;9;Lyon;06/07/2024;Le client a change d'avis
O037550;P00959;8;Paris;18/10/2024;Le client a change d'avis
O012913;P00085;3;Marseille;19/05/2024;Mauvais article
O032081;P00099;2;Lyon;19/04/2024;Mauvais article
O015272;P00479;6;Marseille;10/09/2024;Mauvais article
O035246;P00885;2;Marseille;25/10/2024;Le client a change d'avis
O012455;P00276;9;Marseille;08/01/2025;Le client a change d'avis
O004737;P00902;3;Paris;21/12/2024;Endommage
O049079;P00817;7;Paris;01/01/2025;Mauvais article
O001846;P00400;5;Paris;12/08/2024;Le client a change d'avis
O021028;P00861;8;Marseille;27/07/2024;Endommage
O045850;P00226;1;Lyon;03/01/2025;Le client a change d'avis
O004292;P00830;7;Lyon;12/10/2024;Endommage
O014301;P00702;2;Paris;20/06/2024;Le client a change d'avis
O012705;P00091;1;Marseille;10/09/2024;Le client a change d'avis
O020862;P00472;6;Lyon;10/11/2024;Mauvais article
O025283;P00908;8;Marseille;17/04/2024;Pas comme decrit
O011715;P00095;9;Paris;28/08/2024;Mauvais article
O029368;P00225;7;Lyon;10/12/2024;Le client a change d'avis
O048198;P00350;9;Marseille;16/04/2024;Mauvais article
O005927;P00387;4;Lyon;06/11/2024;Le client a change d'avis
O049590;P00306;6;Lyon;05/04/2024;Pas comme decrit
O013984;P00836;3;Lyon;05/08/2024;Pas comme decrit
O031748;P00892;1;Paris;31/05/2024;Mauvais article
O007129;P00998;3;Marseille;04/12/2024;Le client a change d'avis
O015430;P00116;2;Lyon;21/11/2024;Le client a change d'avis
O039087;P00196;5;Lyon;06/02/2024;Pas comme decrit
O001805;P00295;8;Marseille;02/08/2024;Pas comme decrit
O027434;P00593;5;Lyon;15/04/2024;Le client a change d'avis
O009933;P00466;1;Paris;14/12/2024;Pas comme decrit
O038353;P00789;7;Lyon;10/12/2024;Le client a change d'avis
O043651;P00198;5;Paris;08/10/2024;Mauvais article
O043900;P00359;8;Paris;01/02/2024;Mauvais article
O037461;P00427;3;Lyon;02/11/2024;Le client a change d'avis
O034949;P00562;7;Marseille;21/07/2024;Pas comme decrit
O007971;P00246;7;Marseille;11/06/2024;Le client a change d'avis
O010525;P00816;2;Marseille;12/12/2024;Le client a change d'avis
O016088;P00094;7;Paris;21/05/2024;Endommage
O022681;P00144;1;Lyon;29/04/2024;Mauvais article
O037755;P00081;3;Marseille;31/08/2024;Pas comme decrit
O034768;P00145;3;Lyon;28/07/2024;Pas comme decrit
O047067;P00140;3;Marseille;21/08/2024;Mauvais article
O047754;P00052;8;Paris;08/12/2024;Pas comme decrit
O007331;P00862;1;Marseille;12/02/2024;Le client a change d'avis
O003772;P00658;6;Marseille;06/12/2024;Mauvais article
O005799;P00779;3;Lyon;03/11/2024;Mauvais article
O047174;P00032;5;Lyon;24/11/2024;Endommage
O046820;P00555;4;Marseille;20/08/2024;Pas comme decrit
O014095;P00462;3;Lyon;28/04/2024;Endommage
O033441;P00986;7;Marseille;08/07/2024;Le client a change d'avis
O020059;P00365;7;Lyon;18/07/2024;Endommage
O022720;P00845;4;Lyon;20/03/2024;Endommage
O016178;P00903;3;Paris;20/08/2024;Endommage
O035002;P00233;5;Paris;22/07/2024;Pas comme decrit
O046860;P00651;9;Marseille;07/10/2024;Mauvais article
O027959;P00868;8;Lyon;06/10/2024;Le client a change d'avis
O020928;P00328;1;Lyon;10/06/2024;Le client a change d'avis
O040609;P00226;7;Marseille;05/09/2024;Endommage
O041500;P00992;9;Lyon;06/05/2024;Mauvais article
O015406;P00723;2;Lyon;12/07/2024;Pas comme decrit
O040107;P00900;7;Paris;18/08/2024;Pas comme decrit
O032441;P00609;3;Lyon;05/11/2024;Endommage
O040880;P00404;3;Paris;11/04/2024;Le client a change d'avis
O039877;P00915;1;Paris;25/02/2024;Le client a change d'avis
O033431;P00576;9;Paris;25/06/2024;Le client a change d'avis
O006733;P00497;3;Paris;24/06/2024;Mauvais article
O010512;P00798;9;Marseille;17/02/2024;Mauvais article
O042974;P00222;8;Paris;12/07/2024;Mauvais article
O010607;P00068;8;Marseille;29/04/2024;Pas comme decrit
O016130;P00662;6;Paris;09/11/2024;Le client a change d'avis
O041210;P00275;7;Paris;03/04/2024;Endommage
O032646;P00844;7;Paris;31/01/2025;Mauvais article
O021076;P00609;2;Paris;12/09/2024;Mauvais article
O009305;P00525;1;Paris;30/05/2024;Pas comme decrit
O038676;P00296;5;Paris;27/03/2024;Le client a change d'avis
O020407;P00889;3;Paris;25/04/2024;Endommage
O030000;P00280;1;Lyon;25/12/2024;Mauvais article
O048887;P00704;3;Lyon;05/01/2025;Le client a change d'avis
O046019;P00240;1;Marseille;08/07/2024;Mauvais article
O044640;P00148;9;Paris;10/08/2024;Le client a change d'avis
O021423;P00505;5;Marseille;06/01/2025;Pas comme decrit
O026048;P00783;1;Lyon;28/08/2024;Endommage
O007290;P00326;9;Paris;03/09/2024;Mauvais article
O047408;P00359;9;Marseille;06/09/2024;Le client a change d'avis
O042265;P00766;2;Lyon;15/03/2024;Pas comme decrit
O033029;P00828;1;Paris;24/05/2024;Le client a change d'avis
O010394;P00631;7;Lyon;14/09/2024;Pas comme decrit
O038985;P00485;5;Lyon;08/06/2024;Pas comme decrit
O006152;P00779;7;Paris;16/05/2024;Pas comme decrit
O006100;P00328;1;Marseille;04/09/2024;Endommage
O043493;P00081;8;Marseille;23/08/2024;Mauvais article
O020832;P00375;7;Lyon;17/11/2024;Endommage
O005270;P00229;5;Marseille;27/04/2024;Le client a change d'avis
O040095;P00776;8;Paris;23/05/2024;Mauvais article
O048229;P00746;1;Paris;02/09/2024;Mauvais article
O012276;P00269;7;Lyon;03/07/2024;Mauvais article
O011625;P00630;4;Paris;03/02/2025;Endommage
O026263;P00347;2;Paris;09/11/2024;Endommage
O020405;P00391;5;Paris;10/11/2024;Pas comme decrit
O043824;P00771;8;Paris;25/08/2024;Endommage
O000637;P00078;4;Marseille;08/07/2024;Endommage
O018291;P00659;3;Paris;04/06/2024;Pas comme decrit
O040458;P00282;5;Paris;31/01/2024;Mauvais article
O043616;P00530;2;Paris;13/07/2024;Endommage
O047442;P00428;8;Marseille;26/06/2024;Endommage
O016927;P00530;3;Paris;04/04/2024;Le client a change d'avis
O007327;P00246;3;Lyon;20/07/2024;Endommage
O010985;P00574;8;Paris;13/09/2024;Pas comme decrit
O028648;P00607;1;Paris;01/03/2024;Mauvais article
O021695;P00310;4;Lyon;04/11/2024;Endommage
O018010;P00177;3;Lyon;02/09/2024;Mauvais article
O009560;P00666;2;Lyon;15/02/2024;Pas comme decrit
O020413;P00195;4;Paris;25/11/2024;Pas comme decrit
O031774;P00922;4;Marseille;12/09/2024;Pas comme decrit
O022606;P00619;6;Paris;16/04/2024;Le client a change d'avis
O014155;P00808;8;Lyon;21/04/2024;Endommage
O033545;P00122;3;Marseille;22/06/2024;Endommage
O008332;P00789;6;Lyon;24/01/2025;Endommage
O003696;P00652;9;Marseille;10/10/2024;Pas comme decrit
O026723;P00091;9;Paris;21/12/2024;Mauvais article
O033052;P00459;3;Lyon;18/08/2024;Le client a change d'avis
O041248;P00581;1;Lyon;02/03/2024;Le client a change d'avis
O006113;P00693;1;Lyon;16/03/2024;Pas comme decrit
O032151;P00207;6;Paris;11/04/2024;Mauvais article
O029864;P00310;8;Paris;08/01/2025;Mauvais article
O032685;P00134;3;Paris;17/06/2024;Mauvais article
O039740;P00283;2;Marseille;12/08/2024;Mauvais article
